FID,TimeZoneLo,DoorNum,DoorAction,AC_Type,PossFalseP,PossSplitD,TimeSinceP,GangedDrop,NEAR_FID,NEAR_DIST,Fire_Name,SDI90_mean,SDI97_mean,Slope_mean,PCL_mean,Elevation_,FM_majorit,dataCtrTim,Volume,CoverageLv,Suppressan,TimeSinc_1,LineLenMi,GlobalID,Year,Altitude,Speed,Heading,GalInTank,GalDropped,TotalDropT,TimeSinc_2,DateTimeLo,DateTimeUT,TimeLocalI,GACCName,GACCAbbrev,UpdateDate,Shape_Leng
103,America/Denver, ,start,Scooper,No,Yes,370, ,3665,0.000000000000000,Quarry,56.0000000,63.0000000,14.0000000,8.0000000,2219.0000000,165.0000000,2024-08-01T23:18:48.090Z,0.000000000000000,0, ,370,0.100208531528000,{C7CA4508-7C45-4ADB-A3FB-7B33185F6A31},2024,7604,129,40,0,0.000000000000000,2,0,2024-08-01T17:17:41.000Z,2024-08-01T23:17:41.000Z,171741,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,261.066538842000000
104,America/Denver, ,start,Scooper,No,Yes,409, ,3665,0.000000000000000,Quarry,55.0000000,60.0000000,13.0000000,7.0000000,2196.0000000,188.0000000,2024-08-01T23:28:48.617Z,0.000000000000000,0, ,409,0.102233720412000,{896FFE29-C523-4BA0-8233-809617AF6801},2024,7542,122,68,0,0.000000000000000,3,0,2024-08-01T17:24:32.000Z,2024-08-01T23:24:32.000Z,172432,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,263.261916670999994
105,America/Denver, ,start,Scooper,No,Yes,385, ,3665,0.000000000000000,Quarry,94.0000000,96.0000000,21.0000000,8.0000000,2158.0000000,165.0000000,2024-08-01T23:31:49.500Z,0.000000000000000,0, ,385,0.099741851760200,{C302C04B-230A-4E92-B045-52DDDC1CCABA},2024,7316,120,46,0,0.000000000000000,3,0,2024-08-01T17:31:00.000Z,2024-08-01T23:31:00.000Z,173100,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,260.567716365000024
106,America/Denver, ,start,Scooper,No,Yes,387, ,3665,0.000000000000000,Quarry,90.0000000,92.0000000,20.0000000,8.0000000,2154.0000000,165.0000000,2024-08-01T23:38:47.697Z,0.000000000000000,0, ,387,0.105113076360000,{2908C83D-2F61-4488-B5F3-7A7AFAC45F2C},2024,7398,136,42,0,0.000000000000000,2,0,2024-08-01T17:37:30.000Z,2024-08-01T23:37:30.000Z,173730,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,269.320953176999978
107,America/Denver, ,start,Scooper,No,Yes,422, ,3665,0.000000000000000,Quarry,65.0000000,69.0000000,14.0000000,8.0000000,2185.0000000,165.0000000,2024-08-01T23:47:06.497Z,0.000000000000000,0, ,422,0.103248425745000,{C79DBB90-145B-40A1-9268-4651B8A76C33},2024,7440,117,62,0,0.000000000000000,3,0,2024-08-01T17:44:34.000Z,2024-08-01T23:44:34.000Z,174434,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,265.253754704000016
108,America/Denver, ,start,Scooper,No,Yes,515, ,3665,0.000000000000000,Quarry,125.0000000,130.0000000,29.0000000,11.0000000,2187.0000000,165.0000000,2024-08-01T23:55:19.310Z,0.000000000000000,0, ,515,0.104737147968000,{F2C1273E-2ABE-4965-A410-931169AA4E4F},2024,7470,124,309,0,0.000000000000000,3,0,2024-08-01T17:53:12.000Z,2024-08-01T23:53:12.000Z,175312,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,268.104604107999990
109,America/Denver, ,start,Scooper,No,Yes,416, ,3665,0.000000000000000,Quarry,127.0000000,131.0000000,30.0000000,10.0000000,2170.0000000,165.0000000,2024-08-02T00:01:48.920Z,0.000000000000000,0, ,416,0.108972771227000,{4B5F5FAC-6BCD-469C-BE39-9A919707DC08},2024,7460,124,317,0,0.000000000000000,3,0,2024-08-01T18:00:11.000Z,2024-08-02T00:00:11.000Z,180011,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,275.249842269999988
110,America/Denver, ,start,Scooper,No,Yes,397, ,3665,0.000000000000000,Quarry,127.0000000,131.0000000,29.0000000,10.0000000,2175.0000000,165.0000000,2024-08-02T00:27:49.393Z,0.000000000000000,0, ,397,0.107636078614000,{93443544-8FD9-4B04-AA62-00E92D0A52BE},2024,7447,131,320,0,0.000000000000000,2,0,2024-08-01T18:06:51.000Z,2024-08-02T00:06:51.000Z,180651,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,273.515853600000014
111,America/Denver, ,start,Scooper,No,Yes,374, ,3665,0.000000000000000,Quarry,139.0000000,141.0000000,26.0000000,8.0000000,2110.0000000,165.0000000,2024-08-02T00:29:25.057Z,0.000000000000000,0, ,374,0.105256164376000,{7EC0ED56-4765-44C2-9DC8-335D0D6BB9F4},2024,7348,126,290,0,0.000000000000000,3,0,2024-08-01T18:13:07.000Z,2024-08-02T00:13:07.000Z,181307,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,268.042480534999982
112,America/Denver, ,start,Scooper,No,Yes,435, ,3665,0.000000000000000,Quarry,127.0000000,131.0000000,29.0000000,10.0000000,2173.0000000,165.0000000,2024-08-02T00:29:25.063Z,0.000000000000000,0, ,435,0.105944151486000,{E0611EDE-20F0-4268-8D68-82572EDA9108},2024,7437,128,327,0,0.000000000000000,3,0,2024-08-01T18:20:25.000Z,2024-08-02T00:20:25.000Z,182025,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,271.183437244999993
113,America/Denver, ,start,Scooper,No,Yes,409, ,3665,0.000000000000000,Quarry,144.0000000,146.0000000,27.0000000,9.0000000,2111.0000000,165.0000000,2024-08-02T00:30:18.920Z,0.000000000000000,0, ,409,0.110183248834000,{248ED6D9-CEE0-48B4-9175-5736D682E29C},2024,7280,122,300,0,0.000000000000000,2,0,2024-08-01T18:27:17.000Z,2024-08-02T00:27:17.000Z,182717,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,276.291960898000013
114,America/Denver, ,start,Scooper,No,Yes,415, ,3665,0.000000000000000,Quarry,138.0000000,140.0000000,25.0000000,9.0000000,2110.0000000,165.0000000,2024-08-02T00:35:18.607Z,0.000000000000000,0, ,415,0.106449811257000,{5BB5BE63-D0E6-4AE9-990D-A3EE9DEC845C},2024,7348,130,304,0,0.000000000000000,2,0,2024-08-01T18:34:14.000Z,2024-08-02T00:34:14.000Z,183414,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,270.509995045999972
115,America/Denver, ,start,Scooper,No,Yes,399, ,3665,0.000000000000000,Quarry,132.0000000,134.0000000,24.0000000,9.0000000,2104.0000000,165.0000000,2024-08-02T00:42:18.400Z,0.000000000000000,0, ,399,0.121080679540000,{FF2A2044-A1FB-4F15-96A0-EB0EE3DED127},2024,7296,136,300,0,0.000000000000000,2,0,2024-08-01T18:40:55.000Z,2024-08-02T00:40:55.000Z,184055,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,293.797771872999988
116,America/Denver, ,start,Scooper,No,Yes,397, ,3665,0.000000000000000,Quarry,135.0000000,139.0000000,29.0000000,9.0000000,2176.0000000,165.0000000,2024-08-02T00:48:20.587Z,0.000000000000000,0, ,397,0.115688454926000,{42846092-DC48-4695-8BC7-CDB5BEC42850},2024,7437,130,308,0,0.000000000000000,3,0,2024-08-01T18:47:34.000Z,2024-08-02T00:47:34.000Z,184734,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,285.771741240999972
117,America/Denver, ,start,Scooper,No,Yes,388, ,3665,0.000000000000000,Quarry,62.0000000,66.0000000,15.0000000,8.0000000,2231.0000000,188.0000000,2024-08-02T00:55:48.243Z,0.000000000000000,0, ,388,0.120093301707000,{C02D56BC-9DC9-43FF-BBEE-CCB73E2E38B0},2024,7719,130,61,0,0.000000000000000,3,0,2024-08-01T18:54:05.000Z,2024-08-02T00:54:05.000Z,185405,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,291.735649971999976
118,America/Denver, ,start,Scooper,No,Yes,89797, ,3665,0.000000000000000,Quarry,117.0000000,119.0000000,29.0000000,9.0000000,2207.0000000,165.0000000,2024-08-01T21:56:48.127Z,0.000000000000000,0, ,89797,0.048663290560000,{95152822-27FD-4F0E-87C9-09833D02302B},2024,7447,120,94,0,0.000000000000000,2,0,2024-08-01T15:56:05.000Z,2024-08-01T21:56:05.000Z,155605,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,177.597694213000011
119,America/Denver, ,start,Scooper,No,Yes,399, ,3665,0.000000000000000,Quarry,143.0000000,143.0000000,34.0000000,9.0000000,2177.0000000,165.0000000,2024-08-01T22:03:48.250Z,0.000000000000000,0, ,399,0.042115460800100,{CD562246-5159-430B-B576-9EB63E78FCA1},2024,7401,115,66,0,0.000000000000000,1,0,2024-08-01T16:02:46.000Z,2024-08-01T22:02:46.000Z,160246,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,167.392323559000005
120,America/Denver, ,start,Scooper,No,Yes,402, ,3665,0.000000000000000,Quarry,140.0000000,141.0000000,32.0000000,9.0000000,2181.0000000,165.0000000,2024-08-01T22:10:19.583Z,0.000000000000000,0, ,402,0.042777708469800,{703DDE7C-AFF5-4D8E-8AF6-6FB7C97FD8AF},2024,7411,117,70,0,0.000000000000000,1,0,2024-08-01T16:09:29.000Z,2024-08-01T22:09:29.000Z,160929,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,168.393546644999986
121,America/Denver, ,start,Scooper,No,Yes,580, ,3665,0.000000000000000,Quarry,59.0000000,63.0000000,11.0000000,9.0000000,2191.0000000,165.0000000,2024-08-01T22:20:18.357Z,0.000000000000000,0, ,580,0.044957857873000,{2F5B90B4-962E-4030-AD98-F790613A20BE},2024,7385,113,66,0,0.000000000000000,1,0,2024-08-01T16:19:10.000Z,2024-08-01T22:19:10.000Z,161910,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,171.901951859999997
122,America/Denver, ,start,Scooper,No,Yes,677, ,3665,0.000000000000000,Quarry,94.0000000,99.0000000,20.0000000,8.0000000,2140.0000000,165.0000000,2024-08-01T22:31:18.160Z,0.000000000000000,0, ,677,0.040380323510700,{3C744FF4-A78F-487E-8AAE-C404CA12195D},2024,7263,124,46,0,0.000000000000000,1,0,2024-08-01T16:30:28.000Z,2024-08-01T22:30:28.000Z,163028,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,164.974502784999999
123,America/Denver, ,start,Scooper,No,Yes,387, ,3665,0.000000000000000,Quarry,57.0000000,63.0000000,14.0000000,8.0000000,2224.0000000,165.0000000,2024-08-01T22:37:48Z,0.000000000000000,0, ,387,0.034342706337400,{6897F387-FB14-47EE-A2DF-E8C09754E404},2024,7476,122,56,0,0.000000000000000,1,0,2024-08-01T16:36:56.000Z,2024-08-01T22:36:56.000Z,163656,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,155.036850485000002
124,America/Denver, ,start,Scooper,No,Yes,395, ,3665,0.000000000000000,Quarry,55.0000000,62.0000000,12.0000000,7.0000000,2206.0000000,165.0000000,2024-08-01T22:44:47.863Z,0.000000000000000,0, ,395,0.036989331390800,{0D4E37D2-0914-4FDF-AA47-50D73EEF479B},2024,7437,115,55,0,0.000000000000000,1,0,2024-08-01T16:43:32.000Z,2024-08-01T22:43:32.000Z,164332,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,159.327919331000004
125,America/Denver, ,start,Scooper,No,Yes,505, ,3665,0.000000000000000,Quarry,63.0000000,68.0000000,14.0000000,7.0000000,2209.0000000,188.0000000,2024-08-01T22:52:48.303Z,0.000000000000000,0, ,505,0.037160110629800,{45512E94-82ED-452D-BC69-345607D52AFE},2024,7453,115,74,0,0.000000000000000,1,0,2024-08-01T16:51:58.000Z,2024-08-01T22:51:58.000Z,165158,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,159.325769003000005
126,America/Denver, ,start,Scooper,No,Yes,400, ,3665,0.000000000000000,Quarry,60.0000000,65.0000000,15.0000000,7.0000000,2225.0000000,188.0000000,2024-08-01T22:59:18.200Z,0.000000000000000,0, ,400,0.042943292691500,{3AB52887-CD80-4FAA-9A1C-3F90AB5C192A},2024,7519,119,68,0,0.000000000000000,1,0,2024-08-01T16:58:39.000Z,2024-08-01T22:58:39.000Z,165839,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,168.642648799000000
127,America/Denver, ,start,Scooper,No,Yes,5, ,3665,0.000000000000000,Quarry,72.0000000,77.0000000,16.0000000,8.0000000,2218.0000000,165.0000000,2024-08-01T23:06:49.490Z,0.000000000000000,0, ,5,0.246137016273000,{68D28E03-45CC-4647-B0F1-FFBC5488292F},2024,7644,114,66,0,0.000000000000000,7,0,2024-08-01T17:05:07.000Z,2024-08-01T23:05:07.000Z,170507,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,492.701332777000005
128,America/Denver, ,start,Scooper,No,Yes,404, ,3665,0.000000000000000,Quarry,61.0000000,66.0000000,14.0000000,7.0000000,2223.0000000,188.0000000,2024-08-01T23:12:48.350Z,0.000000000000000,0, ,404,0.043376280960000,{136CB4AF-7137-4D2E-B84E-BE4CA1F1AC84},2024,7513,119,78,0,0.000000000000000,1,0,2024-08-01T17:11:58.000Z,2024-08-01T23:11:58.000Z,171158,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,169.193700704000008
129,America/Denver, ,start,Scooper,No,Yes,377, ,3665,0.000000000000000,Quarry,62.0000000,68.0000000,14.0000000,7.0000000,2210.0000000,188.0000000,2024-08-01T23:19:18.227Z,0.000000000000000,0, ,377,0.037535747259200,{09695460-B307-482F-8D03-AF281C83DA35},2024,7496,117,79,0,0.000000000000000,1,0,2024-08-01T17:18:16.000Z,2024-08-01T23:18:16.000Z,171816,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,159.870971386000008
130,America/Denver, ,start,Scooper,No,Yes,392, ,3665,0.000000000000000,Quarry,57.0000000,63.0000000,12.0000000,7.0000000,2206.0000000,165.0000000,2024-08-01T23:25:48.160Z,0.000000000000000,0, ,392,0.036884732978400,{3BB74A86-8840-4259-9F7A-5666A012A384},2024,7447,115,74,0,0.000000000000000,1,0,2024-08-01T17:24:49.000Z,2024-08-01T23:24:49.000Z,172449,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,158.870458922000012
131,America/Denver, ,start,Scooper,No,Yes,388, ,3665,0.000000000000000,Quarry,84.0000000,87.0000000,18.0000000,8.0000000,2155.0000000,165.0000000,2024-08-01T23:32:19.777Z,0.000000000000000,0, ,388,0.042680066423400,{51A0ABCC-AE0A-4966-8E53-EC84487EE230},2024,7303,119,39,0,0.000000000000000,1,0,2024-08-01T17:31:18.000Z,2024-08-01T23:31:18.000Z,173118,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,168.839896610000011
132,America/Denver, ,start,Scooper,No,Yes,391, ,3665,0.000000000000000,Quarry,71.0000000,75.0000000,16.0000000,8.0000000,2154.0000000,165.0000000,2024-08-01T23:38:47.697Z,0.000000000000000,0, ,391,0.047966831589800,{35311701-B653-450C-978D-C5555C9C2C39},2024,7296,119,33,0,0.000000000000000,1,0,2024-08-01T17:37:50.000Z,2024-08-01T23:37:50.000Z,173750,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,177.522267706000008
133,America/Denver, ,start,Scooper,No,Yes,428, ,3665,0.000000000000000,Quarry,62.0000000,66.0000000,11.0000000,9.0000000,2192.0000000,165.0000000,2024-08-01T23:46:20.133Z,0.000000000000000,0, ,428,0.040609520572200,{314888F7-79ED-43FF-898D-161DDBE60980},2024,7427,113,64,0,0.000000000000000,1,0,2024-08-01T17:44:59.000Z,2024-08-01T23:44:59.000Z,174459,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,164.972645758999988
134,America/Denver, ,start,Scooper,No,Yes,519, ,3665,0.000000000000000,Quarry,124.0000000,129.0000000,28.0000000,10.0000000,2188.0000000,165.0000000,2024-08-01T23:54:22.123Z,0.000000000000000,0, ,519,0.078013621930200,{16B330F1-EA68-4D1D-A8B3-15E733768F84},2024,7463,122,309,0,0.000000000000000,2,0,2024-08-01T17:53:39.000Z,2024-08-01T23:53:39.000Z,175339,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,225.254490193999999
135,America/Denver, ,start,Scooper,No,Yes,406, ,3665,0.000000000000000,Quarry,125.0000000,130.0000000,29.0000000,10.0000000,2180.0000000,122.0000000,2024-08-02T00:01:18.100Z,0.000000000000000,0, ,406,0.076225456147600,{512F164A-13D1-4048-B433-BE401F32DAAA},2024,7453,119,310,0,0.000000000000000,2,0,2024-08-01T18:00:27.000Z,2024-08-02T00:00:27.000Z,180027,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,222.335551981000009
136,America/Denver, ,start,Scooper,No,Yes,406, ,3665,0.000000000000000,Quarry,124.0000000,129.0000000,29.0000000,10.0000000,2178.0000000,165.0000000,2024-08-02T00:08:19.093Z,0.000000000000000,0, ,406,0.067915306955700,{28672434-5453-4D54-8413-2217E2E18801},2024,7457,122,322,0,0.000000000000000,2,0,2024-08-01T18:07:15.000Z,2024-08-02T00:07:15.000Z,180715,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,209.562916252000008
137,America/Denver, ,start,Scooper,No,Yes,367, ,3665,0.000000000000000,Quarry,158.0000000,160.0000000,29.0000000,7.0000000,2167.0000000,165.0000000,2024-08-02T00:14:19.740Z,0.000000000000000,0, ,367,0.045383768908600,{E07BB615-7590-46A8-BB7E-078D77542299},2024,7453,126,291,0,0.000000000000000,1,0,2024-08-01T18:13:24.000Z,2024-08-02T00:13:24.000Z,181324,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,172.536111019999993
138,America/Denver, ,start,Scooper,No,Yes,448, ,3665,0.000000000000000,Quarry,121.0000000,126.0000000,29.0000000,10.0000000,2171.0000000,102.0000000,2024-08-02T00:21:48.083Z,0.000000000000000,0, ,448,0.038892628782500,{3502EE54-AB43-48E3-A64A-E0C2CFBE1CA1},2024,7480,122,325,0,0.000000000000000,1,0,2024-08-01T18:20:53.000Z,2024-08-02T00:20:53.000Z,182053,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,162.821441423000010
139,America/Denver, ,start,Scooper,No,Yes,402, ,3665,0.000000000000000,Quarry,151.0000000,153.0000000,28.0000000,8.0000000,2124.0000000,165.0000000,2024-08-02T00:28:23.043Z,0.000000000000000,0, ,402,0.044995588490800,{E07F0CBA-36FB-4D06-9F3B-FA9305D48F3E},2024,7289,125,302,0,0.000000000000000,1,0,2024-08-01T18:27:36.000Z,2024-08-02T00:27:36.000Z,182736,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,172.093191942999994
140,America/Denver, ,start,Scooper,No,Yes,418, ,3665,0.000000000000000,Quarry,158.0000000,160.0000000,29.0000000,8.0000000,2134.0000000,165.0000000,2024-08-02T00:35:18.613Z,0.000000000000000,0, ,418,0.044782494239300,{E21B013F-84A9-49AC-839E-5878626B22A7},2024,7371,125,299,0,0.000000000000000,1,0,2024-08-01T18:34:35.000Z,2024-08-02T00:34:35.000Z,183435,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,171.699858333000009
141,America/Denver, ,start,Scooper,No,Yes,391, ,3665,0.000000000000000,Quarry,148.0000000,149.0000000,26.0000000,8.0000000,2124.0000000,165.0000000,2024-08-02T00:42:18.390Z,0.000000000000000,0, ,391,0.045069960858300,{87F13759-617A-45D5-A68E-D10A3C2DA60E},2024,7296,125,297,0,0.000000000000000,1,0,2024-08-01T18:41:07.000Z,2024-08-02T00:41:07.000Z,184107,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,172.127825851000011
142,America/Denver, ,start,Scooper,No,Yes,404, ,3665,0.000000000000000,Quarry,133.0000000,138.0000000,31.0000000,10.0000000,2174.0000000,147.0000000,2024-08-02T00:48:49.400Z,0.000000000000000,0, ,404,0.039163796676900,{8B4D5AEC-9624-4E15-B805-47201EA16FB1},2024,7499,122,305,0,0.000000000000000,1,0,2024-08-01T18:47:52.000Z,2024-08-02T00:47:52.000Z,184752,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,162.828116902000005
143,America/Denver, ,start,Scooper,No,Yes,410, ,3665,0.000000000000000,Quarry,61.0000000,66.0000000,14.0000000,8.0000000,2219.0000000,165.0000000,2024-08-02T00:55:18.043Z,0.000000000000000,0, ,410,0.045630733091800,{42C81E44-7EF2-4886-BC91-7C2E0AAEED19},2024,7480,114,75,0,0.000000000000000,1,0,2024-08-01T18:54:43.000Z,2024-08-02T00:54:43.000Z,185443,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,172.826857753000013
144,America/Denver, ,start,Scooper,No,Yes,385, ,3665,0.000000000000000,Quarry,56.0000000,63.0000000,15.0000000,8.0000000,2220.0000000,165.0000000,2024-08-02T01:01:48.220Z,0.000000000000000,0, ,385,0.045994760246000,{ADECD1A2-1A49-4450-9BEB-A9D85D7F32C5},2024,7473,115,48,0,0.000000000000000,2,0,2024-08-01T19:01:09.000Z,2024-08-02T01:01:09.000Z,190109,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,173.936045572000012
145,America/Denver, ,start,Scooper,No,Yes,358, ,3665,0.000000000000000,Quarry,118.0000000,122.0000000,28.0000000,10.0000000,2175.0000000,165.0000000,2024-08-02T01:07:48.033Z,0.000000000000000,0, ,358,0.051787152899500,{B110B549-1ABD-4F79-9907-9F0065A72196},2024,7401,117,326,0,0.000000000000000,1,0,2024-08-01T19:07:09.000Z,2024-08-02T01:07:09.000Z,190709,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,183.600031467000008
146,America/Denver, ,start,Scooper,No,No, , ,3665,0.000000000000000,Quarry,95.0000000,97.0000000,26.0000000,9.0000000,2225.0000000,165.0000000,2024-08-01T22:03:17.870Z,0.000000000000000,0, ,709,0.039090978836400,{311730B0-070B-466B-991B-59FD4BCE0F3D},2024,7562,122,72,0,0.000000000000000,1,0,2024-08-01T16:02:20.000Z,2024-08-01T22:02:20.000Z,160220,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,162.420535029000007
147,America/Denver, ,start,Scooper,No,Yes,401, ,3665,0.000000000000000,Quarry,126.0000000,129.0000000,28.0000000,10.0000000,2157.0000000,165.0000000,2024-08-02T00:08:51.653Z,0.000000000000000,0, ,796,0.041798974746100,{0C8BE90C-04A5-45B2-A694-3817413ACF62},2024,7388,129,321,0,0.000000000000000,1,0,2024-08-01T18:07:29.000Z,2024-08-02T00:07:29.000Z,180729,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,167.412316470999997
148,America/Denver, ,start,Scooper,No,Yes,376, ,3665,0.000000000000000,Quarry,132.0000000,138.0000000,31.0000000,10.0000000,2173.0000000,147.0000000,2024-08-02T00:14:48.107Z,0.000000000000000,0, ,376,0.036443007064000,{79814C12-F019-4128-A06D-7EA866805887},2024,7427,130,304,0,0.000000000000000,1,0,2024-08-01T18:13:46.000Z,2024-08-02T00:13:46.000Z,181346,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,158.471704066000001
149,America/Denver, ,start,Scooper,No,Yes,451, ,3665,0.000000000000000,Quarry,129.0000000,134.0000000,30.0000000,11.0000000,2196.0000000,165.0000000,2024-08-02T00:22:18.900Z,0.000000000000000,0, ,451,0.036338715173500,{8ACC14A0-C759-4D86-99ED-82F7EF9B389D},2024,7535,128,330,0,0.000000000000000,1,0,2024-08-01T18:21:18.000Z,2024-08-02T00:21:18.000Z,182118,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,158.765754125000001
150,America/Denver, ,start,Scooper,No,Yes,392, ,3665,0.000000000000000,Quarry,142.0000000,146.0000000,31.0000000,9.0000000,2172.0000000,165.0000000,2024-08-02T00:29:25.050Z,0.000000000000000,0, ,392,0.037272517040600,{42F2087C-0D3B-437A-AF1B-8ADD1AC0EDD0},2024,7404,132,305,0,0.000000000000000,1,0,2024-08-01T18:27:51.000Z,2024-08-02T00:27:51.000Z,182751,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,159.814879259000008
151,America/Denver, ,start,Scooper,No,Yes,419, ,3665,0.000000000000000,Quarry,144.0000000,148.0000000,28.0000000,9.0000000,2195.0000000,165.0000000,2024-08-02T00:35:49.797Z,0.000000000000000,0, ,419,0.042207424231000,{DCD74EC8-3639-4599-B716-16933D733759},2024,7427,132,297,0,0.000000000000000,1,0,2024-08-01T18:34:51.000Z,2024-08-02T00:34:51.000Z,183451,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,167.543841590999989
152,America/Denver, ,start,Scooper,No,Yes,395, ,3665,0.000000000000000,Quarry,143.0000000,146.0000000,31.0000000,9.0000000,2162.0000000,165.0000000,2024-08-02T00:42:18.403Z,0.000000000000000,0, ,395,0.037924439400800,{56C0A0E2-5CE9-4A75-AAD7-91CE7AC9AD6D},2024,7329,134,306,0,0.000000000000000,1,0,2024-08-01T18:41:27.000Z,2024-08-02T00:41:27.000Z,184127,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,160.847618328999999
153,America/Denver, ,start,Scooper,No,Yes,396, ,3665,0.000000000000000,Quarry,141.0000000,147.0000000,30.0000000,10.0000000,2202.0000000,165.0000000,2024-08-02T00:48:49.410Z,0.000000000000000,0, ,396,0.032186991246200,{D73ECC96-7CB0-4015-9C2F-DCD725C9C911},2024,7490,134,300,0,0.000000000000000,1,0,2024-08-01T18:48:04.000Z,2024-08-02T00:48:04.000Z,184804,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,151.569922410999993
154,America/Denver, ,start,Scooper,No,Yes,383, ,3665,0.000000000000000,Quarry,55.0000000,61.0000000,14.0000000,8.0000000,2219.0000000,165.0000000,2024-08-02T01:02:18.023Z,0.000000000000000,0, ,810,0.034019542947100,{054B6736-03D5-4141-98EE-15213A1ED334},2024,7490,119,61,0,0.000000000000000,1,0,2024-08-01T19:01:35.000Z,2024-08-02T01:01:35.000Z,190135,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,154.462438001000010
155,America/Denver, ,start,Scooper,No,Yes,348, ,3665,0.000000000000000,Quarry,139.0000000,144.0000000,30.0000000,10.0000000,2197.0000000,147.0000000,2024-08-02T01:07:48.130Z,0.000000000000000,0, ,348,0.035655694862300,{4FA25602-8ADE-4F21-B0F2-6C1A487CC541},2024,7480,128,319,0,0.000000000000000,1,0,2024-08-01T19:07:24.000Z,2024-08-02T01:07:24.000Z,190724,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,157.468029535999989
156,America/Denver, ,start,Scooper,No,Yes,372, ,3665,0.000000000000000,Quarry,118.0000000,123.0000000,29.0000000,10.0000000,2173.0000000,102.0000000,2024-08-02T01:14:18.763Z,0.000000000000000,0, ,372,0.035341104114700,{6FC74F26-CE69-488B-887B-54FAF68A1FC8},2024,7391,127,311,0,0.000000000000000,1,0,2024-08-01T19:13:37.000Z,2024-08-02T01:13:37.000Z,191337,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,156.815097320000007
