FID,TimeZoneLo,DoorNum,DoorAction,AC_Type,PossFalseP,PossSplitD,TimeSinceP,GangedDrop,NEAR_FID,NEAR_DIST,Fire_Name,SDI90_mean,SDI97_mean,Slope_mean,PCL_mean,Elevation_,FM_majorit,dataCtrTim,Volume,CoverageLv,Suppressan,TimeSinc_1,LineLenMi,GlobalID,Year,Altitude,Speed,Heading,GalInTank,GalDropped,TotalDropT,TimeSinc_2,DateTimeLo,DateTimeUT,TimeLocalI,GACCName,GACCAbbrev,UpdateDate,Shape_Leng
0,America/Denver,Door 1,Opened,VLAT, , ,51996,No,3665,0.000000000000000,Quarry,114.0000000,118.0000000,25.0000000,11.0000000,2071.0000000,165.0000000, ,0.000000000000000,0, ,0,0.773901348538000,{04D99F24-E251-414D-8A98-8CB80C33403E},2024,7369,179,338,2609,2609.000000000000000,8,0,2024-07-31T10:42:47.000Z,2024-07-31T16:42:47.000Z,104247,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,600.305533361000016
1,America/Denver,Door 2,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,103.0000000,107.0000000,23.0000000,10.0000000,2020.0000000,165.0000000, ,0.000000000000000,0, ,0,0.773901348538000,{F6B5A671-73FE-4787-AC47-FCA3B800F6E5},2024,7310,177,338,3859,3859.000000000000000,10,0,2024-07-31T10:42:49.000Z,2024-07-31T16:42:49.000Z,104249,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,748.500035626999988
2,America/Denver,Door 3,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,83.0000000,88.0000000,20.0000000,12.0000000,1964.0000000,165.0000000, ,0.000000000000000,0, ,0,0.773901348538000,{6E3CA6B0-43BE-4FEA-ACD9-EBAF896FFDCF},2024,7244,177,335,2638,2638.000000000000000,8,0,2024-07-31T10:42:53.000Z,2024-07-31T16:42:53.000Z,104253,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,600.275648434000004
3,America/Denver,Door 1,Opened,VLAT, , ,3872,No,3665,0.000000000000000,Quarry,98.0000000,101.0000000,21.0000000,9.0000000,2188.0000000,165.0000000, ,0.000000000000000,0, ,0,0.656661560089000,{73CD4FB4-5A68-4BAE-895C-3E53ED19AF16},2024,7671,173,39,2737,2737.000000000000000,7,0,2024-07-31T11:47:33.000Z,2024-07-31T17:47:33.000Z,114733,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,604.773905244000048
4,America/Denver,Door 2,Opened,VLAT, , ,-5,No,3665,0.000000000000000,Quarry,111.0000000,113.0000000,24.0000000,9.0000000,2106.0000000,165.0000000, ,0.000000000000000,0, ,0,0.656661560089000,{DB2A6E5E-DD29-4DB1-B209-EA3F9CC81E46},2024,7562,175,40,3873,3873.000000000000000,8,0,2024-07-31T11:47:35.000Z,2024-07-31T17:47:35.000Z,114735,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,744.878907183000024
5,America/Denver,Door 3,Opened,VLAT, , ,-5,No,3665,0.000000000000000,Quarry,108.0000000,111.0000000,23.0000000,9.0000000,2039.0000000,165.0000000, ,0.000000000000000,0, ,0,0.656661560089000,{A8177068-6181-4205-A72C-278EF8798769},2024,7431,177,41,2647,2647.000000000000000,6,0,2024-07-31T11:47:38.000Z,2024-07-31T17:47:38.000Z,114738,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,601.352275451999958
6,America/Denver,Door 1,Opened,VLAT, , ,4085,No,3665,0.000000000000000,Quarry,81.0000000,85.0000000,22.0000000,9.0000000,2205.0000000,165.0000000, ,0.000000000000000,0, ,0,0.638129298552000,{62173F79-F6CD-4A18-9C8A-55B10C14E94B},2024,7858,173,111,2771,2771.000000000000000,8,0,2024-07-31T12:55:49.000Z,2024-07-31T18:55:49.000Z,125549,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,608.799259130999985
7,America/Denver,Door 2,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,72.0000000,76.0000000,18.0000000,9.0000000,2197.0000000,165.0000000, ,0.000000000000000,0, ,0,0.638129298552000,{A435AC7E-C519-4AD4-B1E6-F8AC238D0884},2024,7802,171,110,3865,3865.000000000000000,9,0,2024-07-31T12:55:51.000Z,2024-07-31T18:55:51.000Z,125551,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,733.309845879000022
8,America/Denver,Door 3,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,69.0000000,73.0000000,17.0000000,9.0000000,2183.0000000,165.0000000, ,0.000000000000000,0, ,0,0.638129298552000,{83A7DEE5-9AF6-4C74-BAD9-11D0E8E35BC9},2024,7740,171,108,2602,2602.000000000000000,7,0,2024-07-31T12:55:54.000Z,2024-07-31T18:55:54.000Z,125554,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,585.180974857000024
9,America/Denver,Door 2,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,73.0000000,78.0000000,18.0000000,10.0000000,2134.0000000,102.0000000, ,0.000000000000000,0, ,0,0.641275856544000,{8678AA02-1900-4679-9E36-A261DBD68229},2024,7477,171,61,3905,3905.000000000000000,4,0,2024-07-31T15:40:23.000Z,2024-07-31T21:40:23.000Z,154023,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,634.895076241999959
10,America/Denver,Door 1,Opened,VLAT, , ,9860,No,3665,22.479026126000001,Quarry,63.0000000,67.0000000,15.0000000,9.0000000,2169.0000000,165.0000000, ,0.000000000000000,0, ,0,0.641275856544000,{5919A5AC-20C1-4AE3-9F6F-83969A1EF1AF},2024,7536,173,60,2771,2771.000000000000000,8,0,2024-07-31T15:40:21.000Z,2024-07-31T21:40:21.000Z,154021,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,608.724685088000001
11,America/Denver,Door 3,Opened,VLAT, , ,-1,No,3665,0.000000000000000,Quarry,84.0000000,89.0000000,25.0000000,11.0000000,2077.0000000,102.0000000, ,0.000000000000000,0, ,0,0.641275856544000,{101CB64D-F29F-4E3E-9395-D6F13520BBF4},2024,7336,173,66,2605,2605.000000000000000,7,0,2024-07-31T15:40:26.000Z,2024-07-31T21:40:26.000Z,154026,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,589.070768789999988
12,America/Denver,Door 1,Opened,VLAT, , ,4439,No,3665,0.000000000000000,Quarry,82.0000000,88.0000000,18.0000000,9.0000000,2237.0000000,165.0000000, ,0.000000000000000,0, ,0,0.610368191797000,{4671BF3C-97AB-4633-ACF7-D634D92847C8},2024,7995,163,97,2698,2698.000000000000000,7,0,2024-07-31T16:54:32.000Z,2024-07-31T22:54:32.000Z,165432,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,581.376204154999982
13,America/Denver,Door 2,Opened,VLAT, , ,-5,No,3665,0.000000000000000,Quarry,59.0000000,65.0000000,15.0000000,9.0000000,2230.0000000,188.0000000, ,0.000000000000000,0, ,0,0.610368191797000,{F1B61736-A53A-4A7E-9625-9AE86F0A0482},2024,7949,163,93,3884,3884.000000000000000,9,0,2024-07-31T16:54:34.000Z,2024-07-31T22:54:34.000Z,165434,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,713.893945935000033
14,America/Denver,Door 3,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,62.0000000,69.0000000,16.0000000,8.0000000,2206.0000000,165.0000000, ,0.000000000000000,0, ,0,0.610368191797000,{489FC9EA-5C98-40A6-BB1C-D0CDD82C6C75},2024,7854,163,85,2542,2542.000000000000000,7,0,2024-07-31T16:54:37.000Z,2024-07-31T22:54:37.000Z,165437,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,564.006389215000013
15,America/Denver,Door 1,Opened,VLAT, , ,3826,No,3665,0.000000000000000,Quarry,78.0000000,82.0000000,16.0000000,8.0000000,2209.0000000,165.0000000, ,0.000000000000000,0, ,0,0.632388301851000,{B215A58C-5F55-4B6C-979C-4379B6C1F60B},2024,7680,169,65,2758,2758.000000000000000,8,0,2024-07-31T17:58:30.000Z,2024-07-31T23:58:30.000Z,175830,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,599.463482978999991
16,America/Denver,Door 2,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,62.0000000,68.0000000,13.0000000,8.0000000,2205.0000000,165.0000000, ,0.000000000000000,0, ,0,0.632388301851000,{8BD88804-D701-4910-AFD2-F5602F7D5AC3},2024,7612,167,70,3762,3762.000000000000000,9,0,2024-07-31T17:58:32.000Z,2024-07-31T23:58:32.000Z,175832,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,710.661445038000011
17,America/Denver,Door 3,Opened,VLAT, , ,-6,No,3665,0.000000000000000,Quarry,48.0000000,54.0000000,11.0000000,8.0000000,2191.0000000,165.0000000, ,0.000000000000000,0, ,0,0.632388301851000,{1CA25FAE-EA4A-4E27-9A20-9AA2AAA00665},2024,7520,167,77,2665,2665.000000000000000,7,0,2024-07-31T17:58:35.000Z,2024-07-31T23:58:35.000Z,175835,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,585.154561822000005
18,America/Denver,Door 1,Opened,VLAT, , ,5380,No,3665,0.000000000000000,Quarry,48.0000000,55.0000000,11.0000000,8.0000000,2210.0000000,165.0000000, ,0.000000000000000,0, ,0,0.617468271776000,{3A0D9D8B-94E2-4731-BBEC-41FED7CC21F4},2024,7723,161,58,2757,2757.000000000000000,7,0,2024-07-31T19:28:22.000Z,2024-08-01T01:28:22.000Z,192822,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,584.187877505999950
19,America/Denver,Door 2,Opened,VLAT, , ,-5,No,3665,0.000000000000000,Quarry,46.0000000,52.0000000,11.0000000,8.0000000,2198.0000000,165.0000000, ,0.000000000000000,0, ,0,0.617468271776000,{31ABB4D0-EBF3-48A4-9090-B253E5AB954A},2024,7638,163,61,3789,3789.000000000000000,8,0,2024-07-31T19:28:24.000Z,2024-08-01T01:28:24.000Z,192824,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,703.266915696999945
20,America/Denver,Door 3,Opened,VLAT, , ,-5,No,3665,0.000000000000000,Quarry,51.0000000,56.0000000,13.0000000,9.0000000,2179.0000000,165.0000000, ,0.000000000000000,0, ,0,0.617468271776000,{92D02F95-85E3-44A1-BC85-94D7B8C7E8E2},2024,7530,163,69,2633,2633.000000000000000,7,0,2024-07-31T19:28:27.000Z,2024-08-01T01:28:27.000Z,192827,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,574.182330005000040
21,America/Denver, ,start,Scooper,No,Yes,51335, ,3665,0.000000000000000,Quarry,86.0000000,90.0000000,25.0000000,11.0000000,2136.0000000,165.0000000,2024-07-31T17:56:21.070Z,0.000000000000000,0, ,60961,0.121294091026000,{9BA0DF87-EF37-46B4-A15B-534A8E4BF86F},2024,7385,127,29,0,0.000000000000000,3,0,2024-07-31T11:52:22.000Z,2024-07-31T17:52:22.000Z,115222,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,296.139335738999989
22,America/Denver, ,start,Scooper,No,Yes,385, ,3665,0.000000000000000,Quarry,95.0000000,98.0000000,22.0000000,10.0000000,2157.0000000,165.0000000,2024-07-31T17:59:49.310Z,0.000000000000000,0, ,385,0.096200779513600,{F0290D61-FA9C-499A-B0C2-0082E4FADEF6},2024,7509,126,60,0,0.000000000000000,3,0,2024-07-31T11:58:50.000Z,2024-07-31T17:58:50.000Z,115850,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,253.989059515999998
23,America/Denver, ,start,Scooper,No,Yes,374, ,3665,0.000000000000000,Quarry,91.0000000,94.0000000,21.0000000,10.0000000,2151.0000000,165.0000000,2024-07-31T18:06:17.903Z,0.000000000000000,0, ,374,0.106020831595000,{08CCA42D-17D7-4200-A842-97D52203F11D},2024,7490,134,47,0,0.000000000000000,2,0,2024-07-31T12:05:07.000Z,2024-07-31T18:05:07.000Z,120507,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,270.273405910999998
24,America/Denver, ,start,Scooper,No,Yes,399, ,3665,0.000000000000000,Quarry,96.0000000,100.0000000,22.0000000,9.0000000,2142.0000000,165.0000000,2024-07-31T18:13:18.887Z,0.000000000000000,0, ,399,0.111204875603000,{9F3BFFE8-6612-4E9B-B591-54FAAC320026},2024,7522,133,53,0,0.000000000000000,3,0,2024-07-31T12:11:48.000Z,2024-07-31T18:11:48.000Z,121148,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,278.442458827999985
25,America/Denver, ,start,Scooper,No,Yes,408, ,3665,0.000000000000000,Quarry,95.0000000,98.0000000,22.0000000,10.0000000,2159.0000000,165.0000000,2024-07-31T18:20:48.400Z,0.000000000000000,0, ,408,0.100377870786000,{3165552D-CB54-4C20-B0FE-1ED54D7A343B},2024,7499,127,45,0,0.000000000000000,3,0,2024-07-31T12:18:39.000Z,2024-07-31T18:18:39.000Z,121839,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,261.116495392999980
26,America/Denver, ,start,Scooper,No,Yes,382, ,3665,0.000000000000000,Quarry,109.0000000,115.0000000,24.0000000,9.0000000,2118.0000000,165.0000000,2024-07-31T18:26:18.100Z,0.000000000000000,0, ,382,0.108365702646000,{41F5E1D7-8EEE-437A-A5BB-5EB0E35CFAD7},2024,7398,129,45,0,0.000000000000000,3,0,2024-07-31T12:25:04.000Z,2024-07-31T18:25:04.000Z,122504,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,274.217790976999993
27,America/Denver, ,start,Scooper,No,Yes,391, ,3665,0.000000000000000,Quarry,81.0000000,84.0000000,23.0000000,12.0000000,2144.0000000,165.0000000,2024-07-31T18:32:18.700Z,0.000000000000000,0, ,391,0.107253921907000,{8CF590B9-A95F-4C0E-B91C-093916B00962},2024,7470,138,70,0,0.000000000000000,2,0,2024-07-31T12:31:38.000Z,2024-07-31T18:31:38.000Z,123138,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,271.272819535999986
28,America/Denver, ,start,Scooper,No,Yes,353, ,3665,0.000000000000000,Quarry,62.0000000,66.0000000,21.0000000,12.0000000,2142.0000000,102.0000000,2024-07-31T18:41:48.763Z,0.000000000000000,0, ,353,0.105485953649000,{1FA77AA7-5EC7-413D-B3CD-427A49829E8B},2024,7424,123,62,0,0.000000000000000,2,0,2024-07-31T12:37:33.000Z,2024-07-31T18:37:33.000Z,123733,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,268.609452784999974
29,America/Denver, ,start,Scooper,No,Yes,352, ,3665,0.000000000000000,Quarry,87.0000000,90.0000000,23.0000000,11.0000000,2143.0000000,165.0000000,2024-07-31T18:44:21.260Z,0.000000000000000,0, ,352,0.096174489645800,{CB3C444D-1419-452E-9301-EA2075FC829D},2024,7450,133,70,0,0.000000000000000,2,0,2024-07-31T12:43:27.000Z,2024-07-31T18:43:27.000Z,124327,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,253.531460205999991
30,America/Denver, ,start,Scooper,No,Yes,472, ,3665,0.000000000000000,Quarry,107.0000000,109.0000000,24.0000000,16.0000000,1940.0000000,165.0000000,2024-07-31T18:52:19.150Z,0.000000000000000,0, ,472,0.108372922176000,{25950F2C-4523-4A5B-9AAD-7BD6F43DB5AB},2024,6578,121,72,0,0.000000000000000,3,0,2024-07-31T12:51:21.000Z,2024-07-31T18:51:21.000Z,125121,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,273.147211316999972
31,America/Denver, ,start,Scooper,No,Yes,437, ,3665,0.000000000000000,Quarry,89.0000000,94.0000000,23.0000000,12.0000000,2054.0000000,102.0000000,2024-07-31T18:59:48.317Z,0.000000000000000,0, ,437,0.106782213691000,{FD34C320-65B9-4302-8C56-3C198F39163E},2024,7250,135,82,0,0.000000000000000,2,0,2024-07-31T12:58:41.000Z,2024-07-31T18:58:41.000Z,125841,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,270.303222872999982
32,America/Denver, ,start,Scooper,No,Yes,368, ,3665,0.000000000000000,Quarry,88.0000000,95.0000000,22.0000000,9.0000000,2154.0000000,165.0000000,2024-07-31T19:08:18.243Z,0.000000000000000,0, ,368,0.114933483358000,{CC60556B-A71D-4316-BC6E-5F8041A687C5},2024,7506,137,43,0,0.000000000000000,3,0,2024-07-31T13:04:51.000Z,2024-07-31T19:04:51.000Z,130451,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,284.759822362000023
33,America/Denver, ,start,Scooper,No,Yes,367, ,3665,0.000000000000000,Quarry,122.0000000,127.0000000,24.0000000,8.0000000,2108.0000000,165.0000000,2024-07-31T19:12:23.507Z,0.000000000000000,0, ,367,0.109297835624000,{3EAF9F55-A1D1-40B9-A2BE-807DF8E25BEC},2024,7345,131,39,0,0.000000000000000,3,0,2024-07-31T13:11:01.000Z,2024-07-31T19:11:01.000Z,131101,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,276.044192630999987
34,America/Denver, ,start,Scooper,No,Yes,375, ,3665,0.000000000000000,Quarry,106.0000000,111.0000000,22.0000000,8.0000000,2121.0000000,165.0000000,2024-07-31T19:18:18.990Z,0.000000000000000,0, ,375,0.113664772664000,{53B50106-CE25-4956-A9F9-FD0E93FC13CB},2024,7326,138,29,0,0.000000000000000,3,0,2024-07-31T13:17:19.000Z,2024-07-31T19:17:19.000Z,131719,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,283.595058968999979
35,America/Denver, ,start,Scooper,No,Yes,371, ,3665,0.000000000000000,Quarry,56.0000000,63.0000000,16.0000000,8.0000000,2210.0000000,165.0000000,2024-07-31T19:24:49.643Z,0.000000000000000,0, ,371,0.110644017849000,{2AB11729-244F-49F2-8F63-A6BBE4C598F4},2024,7578,131,29,0,0.000000000000000,3,0,2024-07-31T13:23:33.000Z,2024-07-31T19:23:33.000Z,132333,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,278.010322323000025
36,America/Denver, ,start,Scooper,No,Yes,378, ,3665,0.000000000000000,Quarry,58.0000000,66.0000000,18.0000000,9.0000000,2189.0000000,165.0000000,2024-07-31T19:30:19.923Z,0.000000000000000,0, ,378,0.110679782336000,{6D6594FB-737A-45C1-AA1E-B632C19676D0},2024,7562,131,38,0,0.000000000000000,2,0,2024-07-31T13:29:54.000Z,2024-07-31T19:29:54.000Z,132954,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,278.189643671999988
37,America/Denver, ,start,Scooper,No,Yes,360, ,3665,0.000000000000000,Quarry,83.0000000,87.0000000,19.0000000,9.0000000,2243.0000000,188.0000000,2024-07-31T19:36:48.287Z,0.000000000000000,0, ,360,0.107956513045000,{CC7D3A56-A2B2-4C15-B3E1-72A16B804A6D},2024,7575,136,345,0,0.000000000000000,2,0,2024-07-31T13:35:56.000Z,2024-07-31T19:35:56.000Z,133556,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,274.854039005999994
38,America/Denver, ,start,Scooper,No,Yes,419, ,3665,0.000000000000000,Quarry,94.0000000,99.0000000,19.0000000,9.0000000,2246.0000000,165.0000000,2024-07-31T19:43:47.970Z,0.000000000000000,0, ,419,0.105852840328000,{A944DF1B-2018-43F9-B9BD-99F2E64201E8},2024,7598,127,310,0,0.000000000000000,2,0,2024-07-31T13:42:57.000Z,2024-07-31T19:42:57.000Z,134257,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,269.938663104000000
39,America/Denver, ,start,Scooper,No,Yes,403, ,3665,0.000000000000000,Quarry,80.0000000,84.0000000,18.0000000,9.0000000,2248.0000000,188.0000000,2024-07-31T19:50:18.310Z,0.000000000000000,0, ,403,0.103270354554000,{3C33F7A4-4D49-43B9-8796-17CBE097551F},2024,7601,137,330,0,0.000000000000000,3,0,2024-07-31T13:49:42.000Z,2024-07-31T19:49:42.000Z,134942,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,266.907427998999992
40,America/Denver, ,start,Scooper,No,Yes,403, ,3665,0.000000000000000,Quarry,81.0000000,86.0000000,18.0000000,9.0000000,2251.0000000,188.0000000,2024-07-31T19:57:22.750Z,0.000000000000000,0, ,403,0.111805800624000,{432A5022-AB65-44BE-90E9-15FF7C8B21AF},2024,7627,126,319,0,0.000000000000000,3,0,2024-07-31T13:56:28.000Z,2024-07-31T19:56:28.000Z,135628,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,280.246495603000028
41,America/Denver, ,start,Scooper,No,Yes,393, ,3665,0.000000000000000,Quarry,86.0000000,90.0000000,20.0000000,9.0000000,2241.0000000,188.0000000,2024-07-31T20:03:50.033Z,0.000000000000000,0, ,393,0.115210119200000,{17265724-A505-4D9B-BB53-0D2B2BAA490A},2024,7558,123,345,0,0.000000000000000,3,0,2024-07-31T14:03:04.000Z,2024-07-31T20:03:04.000Z,140304,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,286.942780249999998
42,America/Denver, ,start,Scooper,No,Yes,391, ,3665,0.000000000000000,Quarry,101.0000000,105.0000000,20.0000000,8.0000000,2219.0000000,188.0000000,2024-07-31T20:10:18.547Z,0.000000000000000,0, ,391,0.108626989133000,{2AB3E0E0-158B-4A75-9000-491B44B179AB},2024,7621,122,4,0,0.000000000000000,3,0,2024-07-31T14:09:38.000Z,2024-07-31T20:09:38.000Z,140938,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,276.444641317999981
43,America/Denver, ,start,Scooper,No,Yes,364, ,3665,0.000000000000000,Quarry,90.0000000,94.0000000,19.0000000,9.0000000,2244.0000000,188.0000000,2024-07-31T20:17:19.513Z,0.000000000000000,0, ,364,0.102382711681000,{7C15C43D-E698-493B-8D12-3444958CABF9},2024,7614,134,330,0,0.000000000000000,2,0,2024-07-31T14:15:45.000Z,2024-07-31T20:15:45.000Z,141545,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,265.392523262999987
44,America/Denver, ,start,Scooper,No,Yes,498, ,3665,0.000000000000000,Quarry,88.0000000,92.0000000,20.0000000,8.0000000,2239.0000000,188.0000000,2024-07-31T20:27:47.887Z,0.000000000000000,0, ,498,0.100690036968000,{AF916E8C-9842-464A-9278-B0E9ED600085},2024,7680,129,349,0,0.000000000000000,3,0,2024-07-31T14:24:05.000Z,2024-07-31T20:24:05.000Z,142405,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,263.462053689000015
45,America/Denver, ,start,Scooper,No,Yes,1371, ,3665,0.000000000000000,Quarry,57.0000000,62.0000000,15.0000000,8.0000000,2233.0000000,188.0000000,2024-07-31T23:58:19.603Z,0.000000000000000,0, ,12399,0.108557566147000,{A7F21C5D-0CDE-4C2D-8877-9A86923AED0F},2024,7627,130,50,0,0.000000000000000,2,0,2024-07-31T17:57:24.000Z,2024-07-31T23:57:24.000Z,175724,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,274.185542161000001
46,America/Denver, ,start,Scooper,No,Yes,389, ,3665,0.000000000000000,Quarry,121.0000000,122.0000000,22.0000000,8.0000000,2176.0000000,165.0000000,2024-08-01T00:04:30.847Z,0.000000000000000,0, ,389,0.117702780195000,{5F54C333-C107-48CC-9B8A-B88EFA80D70A},2024,7608,139,285,0,0.000000000000000,3,0,2024-07-31T18:03:55.000Z,2024-08-01T00:03:55.000Z,180355,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,287.705993503000002
47,America/Denver, ,start,Scooper,No,Yes,467, ,3665,0.000000000000000,Quarry,54.0000000,61.0000000,14.0000000,7.0000000,2190.0000000,188.0000000,2024-08-01T00:12:49.510Z,0.000000000000000,0, ,467,0.096827425697900,{FF6C7429-25B6-41F8-AD59-89449DAD0A96},2024,7526,125,35,0,0.000000000000000,2,0,2024-07-31T18:11:45.000Z,2024-08-01T00:11:45.000Z,181145,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,255.979179936999998
48,America/Denver, ,start,Scooper,No,Yes,382, ,3665,0.000000000000000,Quarry,69.0000000,73.0000000,16.0000000,8.0000000,2237.0000000,165.0000000,2024-08-01T00:18:49.480Z,0.000000000000000,0, ,382,0.097021802240000,{6CFDFE18-137C-42FF-8BA6-345D1B7A7F86},2024,7765,131,42,0,0.000000000000000,2,0,2024-07-31T18:18:09.000Z,2024-08-01T00:18:09.000Z,181809,Rocky Mountain Area Coordination Center,RMCC,5/20/2025 0:00:00,255.509648762000012
