plot,transect,subplot,code,cov
SC_CON_12,240,3,SPHCOC,3
SC_CON_12,240,3,ANDGER,8
SC_CON_13,0,1,SOIL,5
SC_CON_13,0,1,LITTER ,90
SC_CON_13,0,1,BROJAP,35
SC_CON_13,0,1,ALYSIM,35
SC_CON_13,0,1,OENSUF,1
SC_CON_13,0,2,LITTER ,85
SC_CON_13,0,2,BROJAP,25
SC_CON_13,0,2,ALYSIM,20
SC_CON_13,0,2,GUTSAR,10
SC_CON_13,0,3,SOIL,2
SC_CON_13,0,3,LITTER ,45
SC_CON_13,0,3,ALYSIM,8
SC_CON_13,0,3,ARTDRA,1
SC_CON_13,0,3,ELYSMI,4
SC_CON_13,0,3,BOUGRA,30
SC_CON_13,120,1,LITTER ,90
SC_CON_13,120,1,HETVIL,5
SC_CON_13,120,1,ALYSIM,20
SC_CON_13,120,1,BROJAP,55
SC_CON_13,120,2,SOIL,4
SC_CON_13,120,2,LITTER ,96
SC_CON_13,120,2,ALYSIM,55
SC_CON_13,120,2,BROJAP,50
SC_CON_13,120,3,SOIL,5
SC_CON_13,120,3,LITTER ,95
SC_CON_13,120,3,ALYSIM,25
SC_CON_13,120,3,BROJAP,80
SC_CON_13,240,1,LITTER ,80
SC_CON_13,240,1,ARTDRA,10
SC_CON_13,240,1,ALYSIM,25
SC_CON_13,240,1,BROTEC,20
SC_CON_13,240,1,BROJAP,60
SC_CON_13,240,2,LITTER ,75
SC_CON_13,240,2,ALYSIM,20
SC_CON_13,240,2,BROTEC,90
SC_CON_13,240,2,BROJAP,5
SC_CON_13,240,2,OPUMAC,15
SC_CON_13,240,2,GUTSAR,1
SC_CON_13,240,3,LITTER ,20
SC_CON_13,240,3,ALYSIM,10
SC_CON_13,240,3,BROTEC,8
SC_CON_13,240,3,OPUMAC,45
SC_CON_13,240,3,ARTLUD,5
SC_CON_14,0,1,ROCK,10
SC_CON_14,0,1,SOIL,20
SC_CON_14,0,1,LITTER ,55
SC_CON_14,0,1,PEDTEN,2
SC_CON_14,0,1,EROCIC,35
SC_CON_14,0,1,ARTLUD,25
SC_CON_14,0,1,BROTEC,5
SC_CON_14,0,1,OPUMAC,10
SC_CON_14,0,1,TRARAM,1
SC_CON_14,0,2,ROCK,3
SC_CON_14,0,2,SOIL,15
SC_CON_14,0,2,LITTER ,35
SC_CON_14,0,2,EROCIC,25
SC_CON_14,0,2,ARTLUD,1
SC_CON_14,0,2,BROTEC,30
SC_CON_14,0,2,HESCOM,1
SC_CON_14,0,3,ROCK,15
SC_CON_14,0,3,LITTER ,60
SC_CON_14,0,3,ARTLUD,5
SC_CON_14,0,3,BROTEC,30
SC_CON_14,0,3,ARTFRI,40
SC_CON_14,0,3,HETVIL,1
SC_CON_14,120,1,ROCK,5
SC_CON_14,120,1,SOIL,2
SC_CON_14,120,1,LITTER ,90
SC_CON_14,120,1,OPUPOL,1
SC_CON_14,120,1,ARTLUD,7
SC_CON_14,120,1,TAROFF,2
SC_CON_14,120,1,HESCOM,5
SC_CON_14,120,2,ROCK,10
SC_CON_14,120,2,SOIL,5
SC_CON_14,120,2,LITTER ,35
SC_CON_14,120,2,ARTLUD,30
SC_CON_14,120,2,HESCOM,10
SC_CON_14,120,2,TRAOCC,5
SC_CON_14,120,3,ROCK,5
SC_CON_14,120,3,LITTER ,95
SC_CON_14,120,3,ARTLUD,15
SC_CON_14,120,3,HESCOM,5
SC_CON_14,120,3,BROTEC,25
SC_CON_14,120,3,TRARAM,1
SC_CON_14,240,1,ROCK,15
SC_CON_14,240,1,SOIL,8
SC_CON_14,240,1,LITTER ,25
SC_CON_14,240,1,ARTLUD,20
SC_CON_14,240,1,BROTEC,25
SC_CON_14,240,1,HESCOM,5
SC_CON_14,240,2,ROCK,4
SC_CON_14,240,2,SOIL,5
SC_CON_14,240,2,LITTER ,75
SC_CON_14,240,2,ARTLUD,40
SC_CON_14,240,2,TRARAM,5
SC_CON_14,240,2,ERIFLA,5
SC_CON_14,240,2,NOTCUS,1
SC_CON_14,240,3,ROCK,30
SC_CON_14,240,3,SOIL,10
SC_CON_14,240,3,LITTER ,20
SC_CON_14,240,3,HESCOM,10
SC_CON_14,240,3,NOTCUS,7
SC_CON_14,240,3,ARTFRI,30
SC_CON_14,240,3,EROCIC,8
SC_CON_15,0,1,ROCK,1
SC_CON_15,0,1,SOIL,4
SC_CON_15,0,1,LITTER ,90
SC_CON_15,0,1,OPUPOL,1
SC_CON_15,0,1,TRARAM,5
SC_CON_15,0,1,SPHCOC,4
SC_CON_15,0,1,ARTLUD,8
SC_CON_15,0,1,HESCOM,8
SC_CON_15,0,1,BROTEC,2
SC_CON_15,0,2,ROCK,5
SC_CON_15,0,2,LITTER ,95
SC_CON_15,0,2,HESCOM,3
SC_CON_15,0,2,HELPUM,10
SC_CON_15,0,2,HARTRA,1
SC_CON_15,0,3,LITTER ,50
SC_CON_15,0,3,TRARAM,1
SC_CON_15,0,3,HELPUM,95
SC_CON_15,0,3,OENSUF,3
SC_CON_15,120,1,ROCK,5
SC_CON_15,120,1,LITTER ,70
SC_CON_15,120,1,SPHCOC,1
SC_CON_15,120,1,HESCOM,18
SC_CON_15,120,2,SOIL,5
SC_CON_15,120,2,LITTER ,85
SC_CON_15,120,2,HESCOM,20
SC_CON_15,120,2,EROCIC,25
SC_CON_15,120,3,ROCK,5
SC_CON_15,120,3,LITTER ,95
SC_CON_15,120,3,HESCOM,30
SC_CON_15,120,3,THEMEG,5
SC_CON_15,120,3,ECHVIR,1
SC_CON_15,240,1,ROCK,35
SC_CON_15,240,1,LITTER ,50
SC_CON_15,240,1,ARTLUD,20
SC_CON_15,240,1,BROTEC,5
SC_CON_15,240,1,HESCOM,5
SC_CON_15,240,2,ROCK,15
SC_CON_15,240,2,SOIL,15
SC_CON_15,240,2,LITTER ,40
SC_CON_15,240,2,HESCOM,10
SC_CON_15,240,2,HELPUM,1
SC_CON_15,240,3,ROCK,10
SC_CON_15,240,3,SOIL,5
SC_CON_15,240,3,LITTER ,95
SC_CON_15,240,3,HESCOM,15
SC_CON_15,240,3,TRADUB,1
SC_CON_15,240,3,CHEALB,3
SC_CON_16,0,1,LITTER ,70
SC_CON_16,0,1,YUCGLA,10
SC_CON_16,0,1,ALYSIM,5
SC_CON_16,0,1,ARTDRA,1
SC_CON_16,0,1,CERARV,7
SC_CON_16,0,2,SOIL,10
SC_CON_16,0,2,LITTER ,80
SC_CON_16,0,2,ALYSIM,2
SC_CON_16,0,2,KOEMAC,10
SC_CON_16,0,2,PENSEC,1
SC_CON_16,0,3,ALYSIM,5
SC_CON_16,0,3,KOEMAC,25
SC_CON_16,0,3,ECHVIR,1
SC_CON_16,0,3,PENSEC,1
SC_CON_16,120,1,ROCK,3
SC_CON_16,120,1,SOIL,20
SC_CON_16,120,1,LITTER ,20
SC_CON_16,120,1,ALYSIM,2
SC_CON_16,120,1,HARTRA,2
SC_CON_16,120,1,DESPIN,1
SC_CON_16,120,2,ROCK,10
SC_CON_16,120,2,SOIL,10
SC_CON_16,120,2,LITTER ,50
SC_CON_16,120,2,ALYSIM,3
SC_CON_16,120,2,HELPUM,50
SC_CON_16,120,3,ROCK,6
SC_CON_16,120,3,SOIL,5
SC_CON_16,120,3,LITTER ,45
SC_CON_16,120,3,ALYSIM,1
SC_CON_16,120,3,HARTRA,1
SC_CON_16,120,3,HELPUM,1
SC_CON_16,120,3,VIONUT,1
SC_CON_16,120,3,ARTFRI,1
SC_CON_16,120,3,KOEMAC,25
SC_CON_16,240,1,ROCK,10
SC_CON_16,240,1,SOIL,10
SC_CON_16,240,1,LITTER ,30
SC_CON_16,240,1,KOEMAC,25
SC_CON_16,240,1,CHEALB,1
SC_CON_16,240,1,HARTRA,2
SC_CON_16,240,1,OXYSER,1
SC_CON_16,240,2,SOIL,10
SC_CON_16,240,2,LITTER ,40
SC_CON_16,240,2,CHEALB,2
SC_CON_16,240,2,YUCGLA,50
SC_CON_16,240,3,LITTER ,5
SC_CON_16,240,3,YUCGLA,95
SC_CON_17,0,1,ROCK,20
SC_CON_17,0,1,SOIL,10
SC_CON_17,0,1,LITTER ,20
SC_CON_17,0,1,HESCOM,25
SC_CON_17,0,1,CHEALB,2
SC_CON_17,0,1,SPHCOC,1
SC_CON_17,0,1,TRARAM,10
SC_CON_17,0,1,ARTDRA,1
SC_CON_17,0,1,BROTEC,5
SC_CON_17,0,2,ROCK,15
SC_CON_17,0,2,SOIL,5
SC_CON_17,0,2,LITTER ,30
SC_CON_17,0,2,HESCOM,40
SC_CON_17,0,2,ARTDRA,1
SC_CON_17,0,2,ARTLUD,1
SC_CON_17,0,2,OENSUF,1
SC_CON_17,0,3,ROCK,10
SC_CON_17,0,3,SOIL,10
SC_CON_17,0,3,LITTER ,30
SC_CON_17,0,3,HESCOM,20
SC_CON_17,0,3,ARTDRA,5
SC_CON_17,0,3,ARTLUD,1
SC_CON_17,0,3,OENSUF,1
SC_CON_17,120,1,ROCK,3
SC_CON_17,120,1,SOIL,85
SC_CON_17,120,1,LITTER ,10
SC_CON_17,120,1,TRAOCC,1
SC_CON_17,120,1,BROTEC,10
SC_CON_17,120,1,HESCOM,1
SC_CON_17,120,1,RHUTRI,30
SC_CON_17,120,2,ROCK,5
SC_CON_17,120,2,SOIL,85
SC_CON_17,120,2,LITTER ,15
SC_CON_17,120,2,HESCOM,2
SC_CON_17,120,2,OXADIL,1
SC_CON_17,120,2,ARTDRA,5
SC_CON_17,120,2,TRARAM,1
SC_CON_17,120,2,SPHCOC,1
SC_CON_17,120,3,ROCK,15
SC_CON_17,120,3,SOIL,5
SC_CON_17,120,3,LITTER ,80
SC_CON_17,120,3,HESCOM,4
SC_CON_17,120,3,EUPESU,1
SC_CON_17,120,3,GALAPA,1
SC_CON_17,240,1,ROCK,5
SC_CON_17,240,1,SOIL,5
SC_CON_17,240,1,LITTER ,20
SC_CON_17,240,1,EUPESU,1
SC_CON_17,240,1,ALYSIM,1
SC_CON_17,240,1,BROTEC,10
SC_CON_17,240,1,HESCOM,20
SC_CON_17,240,1,TRARAM,1
SC_CON_17,240,2,ROCK,50
SC_CON_17,240,2,SOIL,4
SC_CON_17,240,2,LITTER ,20
SC_CON_17,240,2,BROTEC,1
SC_CON_17,240,2,HESCOM,5
SC_CON_17,240,2,TRARAM,1
SC_CON_17,240,2,CHEALB,1
SC_CON_17,240,2,ARTLUD,1
SC_CON_17,240,2,HELPUM,1
SC_CON_17,240,3,ROCK,10
SC_CON_17,240,3,SOIL,10
SC_CON_17,240,3,LITTER ,30
SC_CON_17,240,3,EUPESU,5
SC_CON_17,240,3,HESCOM,5
SC_CON_17,240,3,TRADUB,5
SC_CON_17,240,3,ARTDRA,5
SC_CON_18,0,1,ROCK,5
SC_CON_18,0,1,SOIL,10
SC_CON_18,0,1,LITTER ,90
SC_CON_18,0,1,CHEALB,5
SC_CON_18,0,2,ROCK,70
SC_CON_18,0,2,LITTER ,30
SC_CON_18,0,2,TRAOCC,5
SC_CON_18,0,3,ROCK,40
SC_CON_18,0,3,LITTER ,30
SC_CON_18,0,3,CERMON,50
SC_CON_18,120,1,ROCK,10
SC_CON_18,120,1,SOIL,5
SC_CON_18,120,1,LITTER ,85
SC_CON_18,120,1,OPUPOL,5
SC_CON_18,120,1,LINLEW,2
SC_CON_18,120,1,BOUGRA,30
SC_CON_18,120,2,ROCK,50
SC_CON_18,120,2,SOIL,5
SC_CON_18,120,2,LITTER ,40
SC_CON_18,120,2,OPUPOL,2
SC_CON_18,120,2,BOUGRA,20
SC_CON_18,120,2,EUPESU,1
SC_CON_18,120,3,ROCK,50
SC_CON_18,120,3,SOIL,10
SC_CON_18,120,3,LITTER ,20
SC_CON_18,120,3,OPUPOL,15
SC_CON_18,120,3,PHECON,1
SC_CON_18,240,1,ROCK,100
SC_CON_18,240,1,LITTER ,5
SC_CON_18,240,2,ROCK,100
SC_CON_18,240,2,LITTER ,5
SC_CON_18,240,3,ROCK,90
SC_CON_18,240,3,LITTER ,10
SC_CON_18,240,3,HESCOM,1
SC_FRL1_01,0,1,ROCK,10
SC_FRL1_01,0,1,LITTER,80
SC_FRL1_01,0,1,OPUPOL,6
SC_FRL1_01,0,1,BROTEC,50
SC_FRL1_01,0,1,ALYSIM,1
SC_FRL1_01,0,1,LINLEW,1
SC_FRL1_01,0,1,CERARV,1
SC_FRL1_01,0,1,CAREX SP.,10
SC_FRL1_01,0,2,ROCK,1
SC_FRL1_01,0,2,LITTER,90
SC_FRL1_01,0,2,BROTEC,20
SC_FRL1_01,0,2,CAREX SP.,3
SC_FRL1_01,0,2,ELYSMI,25
SC_FRL1_01,0,3,ROCK,50
SC_FRL1_01,0,3,LITTER,35
SC_FRL1_01,0,3,BROTEC,25
SC_FRL1_01,0,3,ALYSIM,1
SC_FRL1_01,0,3,CAREX SP.,11
SC_FRL1_01,0,3,ELLNYC,5
SC_FRL1_01,0,3,VIONUT,1
SC_FRL1_01,0,3,LAPOCC,5
SC_FRL1_01,120,1,ROCK,60
SC_FRL1_01,120,1,SOIL,5
SC_FRL1_01,120,1,LITTER,35
SC_FRL1_01,120,1,TRADUB,5
SC_FRL1_01,120,1,ALYSIM,3
SC_FRL1_01,120,1,ELYSMI,15
SC_FRL1_01,120,1,BROTEC,2
SC_FRL1_01,120,1,CAREX SP.,8
SC_FRL1_01,120,1,LOMORI,1
SC_FRL1_01,120,2,ROCK,5
SC_FRL1_01,120,2,SOIL,10
SC_FRL1_01,120,2,LITTER,85
SC_FRL1_01,120,2,TRADUB,5
SC_FRL1_01,120,2,ALYSIM,2
SC_FRL1_01,120,2,ELYSMI,1
SC_FRL1_01,120,2,BROTEC,25
SC_FRL1_01,120,2,CAREX SP.,11
SC_FRL1_01,120,2,LOMORI,1
SC_FRL1_01,120,2,HESCOM,1
SC_FRL1_01,120,3,LITTER,90
SC_FRL1_01,120,3,CAREX SP.,30
SC_FRL1_01,120,3,HESCOM,1
SC_FRL1_01,120,3,ARTLUD,3
SC_FRL1_01,120,3,LINLEW,1
SC_FRL1_01,120,3,ANDGER,10
SC_FRL1_01,240,1,ROCK,1
SC_FRL1_01,240,1,SOIL,5
SC_FRL1_01,240,1,LITTER,90
SC_FRL1_01,240,1,HELPUM,2
SC_FRL1_01,240,1,ALYSIM,50
SC_FRL1_01,240,1,ASTDRU,1
SC_FRL1_01,240,1,BOUGRA,1
SC_FRL1_01,240,1,KOEMAC,10
SC_FRL1_01,240,1,CAREX SP.,10
SC_FRL1_01,240,1,ALLTEX,1
SC_FRL1_01,240,2,ROCK,5
SC_FRL1_01,240,2,SOIL,70
SC_FRL1_01,240,2,LITTER,30
SC_FRL1_01,240,2,ALYSIM,45
SC_FRL1_01,240,2,CAREX SP.,15
SC_FRL1_01,240,2,VIONUT,6
SC_FRL1_01,240,2,BROTEC,5
SC_FRL1_01,240,3,SOIL,80
SC_FRL1_01,240,3,LITTER,10
SC_FRL1_01,240,3,ALYSIM,80
SC_FRL1_01,240,3,CAREX SP.,8
SC_FRL1_01,240,3,GALAPA,2
SC_FRL1_01,240,3,EROCIC,6
SC_FRL1_01,240,3,SISALT,10
SC_FRL1_01,240,3,ELLNYC,20
SC_FRL1_02,0,1,ROCK,50
SC_FRL1_02,0,1,SOIL,10
SC_FRL1_02,0,1,LITTER,45
SC_FRL1_02,0,1,ALLTEX,1
SC_FRL1_02,0,1,KOEMAC,5
SC_FRL1_02,0,1,ANDGER,10
SC_FRL1_02,0,1,CAREX SP.,6
SC_FRL1_02,0,1,HELPUM,5
SC_FRL1_02,0,2,ROCK,50
SC_FRL1_02,0,2,SOIL,20
SC_FRL1_02,0,2,LITTER,5
SC_FRL1_02,0,2,CAREX SP.,10
SC_FRL1_02,0,2,HELPUM,5
SC_FRL1_02,0,2,VIONUT,4
SC_FRL1_02,0,2,BROTEC,1
SC_FRL1_02,0,3,ROCK,40
SC_FRL1_02,0,3,SOIL,10
SC_FRL1_02,0,3,LITTER,5
SC_FRL1_02,0,3,ALLTEX,5
SC_FRL1_02,0,3,BROTEC,2
SC_FRL1_02,0,3,LAPOCC,1
SC_FRL1_02,0,3,OENSUF,5
SC_FRL1_02,0,3,BOUGRA,10
SC_FRL1_02,0,3,GAIARI,1
SC_FRL1_02,120,1,SOIL,95
SC_FRL1_02,120,1,LITTER,2
SC_FRL1_02,120,1,CAREX SP.,7
SC_FRL1_02,120,1,ALLTEX,1
SC_FRL1_02,120,1,HESCOM,1
SC_FRL1_02,120,1,VIONUT,5
SC_FRL1_02,120,2,ROCK,10
SC_FRL1_02,120,2,SOIL,90
SC_FRL1_02,120,2,LITTER,5
SC_FRL1_02,120,2,CAREX SP.,10
SC_FRL1_02,120,2,ALLTEX,1
SC_FRL1_02,120,2,HESCOM,10
SC_FRL1_02,120,2,VIONUT,3
SC_FRL1_02,120,2,HELPUM,30
SC_FRL1_02,120,3,ROCK,45
SC_FRL1_02,120,3,SOIL,10
SC_FRL1_02,120,3,LITTER,50
SC_FRL1_02,120,3,CAREX SP.,15
SC_FRL1_02,120,3,ALLTEX,2
SC_FRL1_02,120,3,HESCOM,4
SC_FRL1_02,120,3,OPUPOL,1
SC_FRL1_02,120,3,ARTLUD,2
SC_FRL1_02,240,1,ROCK,50
SC_FRL1_02,240,1,SOIL,10
SC_FRL1_02,240,1,LITTER,40
SC_FRL1_02,240,1,LITMUL,5
SC_FRL1_02,240,1,HELPUM,25
SC_FRL1_02,240,1,CAREX SP.,10
SC_FRL1_02,240,1,ANDGER,8
SC_FRL1_02,240,2,ROCK,80
SC_FRL1_02,240,2,SOIL,10
SC_FRL1_02,240,2,LITTER,4
SC_FRL1_02,240,2,CAREX SP.,4
SC_FRL1_02,240,2,ARTLUD,5
SC_FRL1_02,240,2,BROTEC,6
SC_FRL1_02,240,3,ROCK,40
SC_FRL1_02,240,3,SOIL,50
SC_FRL1_02,240,3,CAREX SP.,12
SC_FRL1_02,240,3,BROTEC,2
SC_FRL1_02,240,3,ALLTEX,1
SC_FRL1_02,240,3,DRYFIS,10
SC_FRL1_02,240,3,HELPUM,1
SC_FRL1_03,0,1,ROCK,20
SC_FRL1_03,0,1,SOIL,5
SC_FRL1_03,0,1,LITTER ,70
SC_FRL1_03,0,1,CERMON,45
SC_FRL1_03,0,1,CHEALB,25
SC_FRL1_03,0,1,VIONUT,10
SC_FRL1_03,0,1,HESCOM,2
SC_FRL1_03,0,2,LITTER ,90
SC_FRL1_03,0,2,CERMON,100
SC_FRL1_03,0,2,VIONUT,15
SC_FRL1_03,0,3,ROCK,50
SC_FRL1_03,0,3,LITTER ,50
SC_FRL1_03,0,3,VIONUT,5
SC_FRL1_03,0,3,HESCOM,15
SC_FRL1_03,120,1,LITTER ,15
SC_FRL1_03,120,1,CERMON,100
SC_FRL1_03,120,1,VIONUT,10
SC_FRL1_03,120,1,HESCOM,5
SC_FRL1_03,120,2,ROCK,5
SC_FRL1_03,120,2,LITTER ,95
SC_FRL1_03,120,2,CERMON,75
SC_FRL1_03,120,2,VIONUT,5
SC_FRL1_03,120,2,HESCOM,2
SC_FRL1_03,120,2,CHEALB,10
SC_FRL1_03,120,3,ROCK,5
SC_FRL1_03,120,3,SOIL,5
SC_FRL1_03,120,3,LITTER ,90
SC_FRL1_03,120,3,CERMON,50
SC_FRL1_03,240,1,ROCK,40
SC_FRL1_03,240,1,SOIL,25
SC_FRL1_03,240,1,LITTER ,10
SC_FRL1_03,240,1,VIONUT,50
SC_FRL1_03,240,1,HESCOM,25
SC_FRL1_03,240,1,EROCIC,1
SC_FRL1_03,240,2,ROCK,10
SC_FRL1_03,240,2,SOIL,70
SC_FRL1_03,240,2,LITTER ,5
SC_FRL1_03,240,2,EROCIC,2
SC_FRL1_03,240,2,OPUPOL,1
SC_FRL1_03,240,2,SCUBRI,3
SC_FRL1_03,240,3,ROCK,15
SC_FRL1_03,240,3,SOIL,80
SC_FRL1_03,240,3,LITTER ,7
SC_FRL1_03,240,3,EROCIC,2
SC_FRL1_03,240,3,CHEALB,1
SC_FRL2_01,0,1,LITTER,95
SC_FRL2_01,0,1,RHUTRI,100
SC_FRL2_01,0,1,ALYSIM,25
SC_FRL2_01,0,1,BROTEC,6
SC_FRL2_01,0,2,LITTER,90
SC_FRL2_01,0,2,RHUTRI,100
SC_FRL2_01,0,2,GALAPA,60
SC_FRL2_01,0,2,CONARV,45
SC_FRL2_01,0,3,LITTER,95
SC_FRL2_01,0,3,RHUTRI,100
SC_FRL2_01,0,3,ALYSIM,20
SC_FRL2_01,0,3,BROTEC,10
SC_FRL2_01,0,3,GALAPA,35
SC_FRL2_01,0,3,PARPEN,70
SC_FRL2_01,120,1,SOIL,5
SC_FRL2_01,120,1,LITTER,90
SC_FRL2_01,120,1,ARTLUD,4
SC_FRL2_01,120,1,SPHCOC,5
SC_FRL2_01,120,1,KOEMAC,70
SC_FRL2_01,120,1,CAREX,10
SC_FRL2_01,120,1,HESCOM,15
SC_FRL2_01,120,1,ARTDRA,1
SC_FRL2_01,120,2,LITTER,100
SC_FRL2_01,120,2,ARTLUD,5
SC_FRL2_01,120,2,CAREX,25
SC_FRL2_01,120,2,HESCOM,15
SC_FRL2_01,120,2,CIRUND,2
SC_FRL2_01,120,2,LOMORI,1
SC_FRL2_01,120,3,LITTER,95
SC_FRL2_01,120,3,ARTLUD,6
SC_FRL2_01,120,3,CAREX,17
SC_FRL2_01,120,3,BROTEC,25
SC_FRL2_01,120,3,ALYSIM,20
SC_FRL2_01,240,1,ROCK,2
SC_FRL2_01,240,1,LITTER,70
SC_FRL2_01,240,1,BROTEC,75
SC_FRL2_01,240,1,ALYSIM,2
SC_FRL2_01,240,1,RHUTRI,1
SC_FRL2_01,240,1,SPHCOC,5
SC_FRL2_01,240,1,ARTDRA,5
SC_FRL2_01,240,1,ALLTEX,1
SC_FRL2_01,240,1,ARIPUR,10
SC_FRL2_01,240,2,BROTEC,15
SC_FRL2_01,240,2,PARPEN,80
SC_FRL2_01,240,2,YUCGLA,5
SC_FRL2_01,240,3,LITTER,15
SC_FRL2_01,240,3,BROTEC,40
SC_FRL2_01,240,3,RHUTRI,85
SC_FRL2_01,240,3,GALAPA,65
SC_FRL2_02,0,1,LITTER ,95
SC_FRL2_02,0,1,RHUTRI,100
SC_FRL2_02,0,1,ALYSIM,25
SC_FRL2_02,0,1,BROTEC,6
SC_FRL2_02,0,2,LITTER ,90
SC_FRL2_02,0,2,RHUTRI,100
SC_FRL2_02,0,2,GALAPA,60
SC_FRL2_02,0,2,CONARV,45
SC_FRL2_02,0,3,LITTER ,95
SC_FRL2_02,0,3,RHUTRI,100
SC_FRL2_02,0,3,ALYSIM,20
SC_FRL2_02,0,3,BROTEC,10
SC_FRL2_02,0,3,GALAPA,35
SC_FRL2_02,0,3,PARPEN,70
SC_FRL2_02,120,1,SOIL,5
SC_FRL2_02,120,1,LITTER ,90
SC_FRL2_02,120,1,ARTLUD,4
SC_FRL2_02,120,1,SPHCOC,5
SC_FRL2_02,120,1,KOEMAC,70
SC_FRL2_02,120,1,CAREX,10
SC_FRL2_02,120,1,HESCOM,15
SC_FRL2_02,120,1,ARTDRA,1
SC_FRL2_02,120,2,LITTER ,100
SC_FRL2_02,120,2,ARTLUD,5
SC_FRL2_02,120,2,CAREX,25
SC_FRL2_02,120,2,HESCOM,15
SC_FRL2_02,120,2,CIRUND,2
SC_FRL2_02,120,2,LOMORI,1
SC_FRL2_02,120,3,LITTER ,95
SC_FRL2_02,120,3,ARTLUD,6
SC_FRL2_02,120,3,CAREX,17
SC_FRL2_02,120,3,BROTEC,25
SC_FRL2_02,120,3,ALYSIM,20
SC_FRL2_02,240,1,ROCK,2
SC_FRL2_02,240,1,LITTER ,70
SC_FRL2_02,240,1,BROTEC,75
SC_FRL2_02,240,1,ALYSIM,2
SC_FRL2_02,240,1,RHUTRI,1
SC_FRL2_02,240,1,SPHCOC,5
SC_FRL2_02,240,1,ARTDRA,5
SC_FRL2_02,240,1,ALLTEX,1
SC_FRL2_02,240,1,ARIPUR,10
SC_FRL2_02,240,2,BROTEC,15
SC_FRL2_02,240,2,PARPEN,80
SC_FRL2_02,240,2,YUCGLA,5
SC_FRL2_02,240,3,LITTER ,15
SC_FRL2_02,240,3,BROTEC,40
SC_FRL2_02,240,3,RHUTRI,85
SC_FRL2_02,240,3,GALAPA,65
SC_FRL2_02,0,1,ROCK,6
SC_FRL2_02,0,1,SOIL,40
SC_FRL2_02,0,1,LUPPUS,2
SC_FRL2_02,0,1,ALYSIM,2
SC_FRL2_02,0,1,BOUGRA,10
SC_FRL2_02,0,1,ERIFLA,1
SC_FRL2_02,0,1,SPHCOC,1
SC_FRL2_02,0,2,ROCK,5
SC_FRL2_02,0,2,SOIL,45
SC_FRL2_02,0,2,ALYSIM,2
SC_FRL2_02,0,2,HESCOM,10
SC_FRL2_02,0,2,MIRLIN,2
SC_FRL2_02,0,3,ROCK,2
SC_FRL2_02,0,3,SOIL,60
SC_FRL2_02,0,3,LITTER ,5
SC_FRL2_02,0,3,BOUGRA,10
SC_FRL2_02,0,3,TRADUB,2
SC_FRL2_02,120,1,ROCK,3
SC_FRL2_02,120,1,SOIL,40
SC_FRL2_02,120,1,LITTER ,6
SC_FRL2_02,120,1,MIRLIN,8
SC_FRL2_02,120,1,HESCOM,7
SC_FRL2_02,120,1,SPHCOC,3
SC_FRL2_02,120,2,ROCK,5
SC_FRL2_02,120,2,LITTER,30
SC_FRL2_02,120,2,ELYELY,50
SC_FRL2_02,120,2,BROTEC,2
SC_FRL2_02,120,3,ROCK,30
SC_FRL2_02,120,3,LITTER ,20
SC_FRL2_02,120,3,HESCOM,25
SC_FRL2_02,120,3,BROTEC,5
SC_FRL2_02,240,1,ROCK,5
SC_FRL2_02,240,1,SOIL,90
SC_FRL2_02,240,1,HESCOM,2
SC_FRL2_02,240,2,ROCK,3
SC_FRL2_02,240,2,SOIL,90
SC_FRL2_02,240,2,LITTER ,5
SC_FRL2_02,240,2,HESCOM,4
SC_FRL2_02,240,2,MIRLIN,5
SC_FRL2_02,240,3,ROCK,2
SC_FRL2_02,240,3,SOIL,85
SC_FRL2_02,240,3,LITTER ,5
SC_FRL2_02,240,3,HESCOM,5
SC_FRL2_02,240,3,VIONUT,2
SC_FRL2_02,240,3,OPUPOL,1
SC_FRL2_02,240,3,ALYSIM,5
SC_FRL2_03,0,1,HELPUM,40
SC_FRL2_03,0,2,SOIL,50
SC_FRL2_03,0,2,LITTER ,15
SC_FRL2_03,0,2,ALYSIM,15
SC_FRL2_03,0,2,HESCOM,10
SC_FRL2_03,0,3,SOIL,75
SC_FRL2_03,0,3,HELPUM,2
SC_FRL2_03,0,3,ALYSIM,25
SC_FRL2_03,0,3,BROTEC,15
SC_FRL2_03,0,3,DESPIN,1
SC_FRL2_03,0,3,CHEALB,5
SC_FRL2_03,120,1,SOIL,60
SC_FRL2_03,120,1,LITTER ,5
SC_FRL2_03,120,1,CHEALB,1
SC_FRL2_03,120,1,HESCOM,25
SC_FRL2_03,120,1,HELPUM,1
SC_FRL2_03,120,1,CHEINC,1
SC_FRL2_03,120,1,ALYSIM,5
SC_FRL2_03,120,1,HARTRA,1
SC_FRL2_03,120,2,SOIL,20
SC_FRL2_03,120,2,LITTER ,15
SC_FRL2_03,120,2,CHEALB,3
SC_FRL2_03,120,2,HESCOM,15
SC_FRL2_03,120,2,HELPUM,5
SC_FRL2_03,120,2,ALYSIM,8
SC_FRL2_03,120,2,BROTEC,3
SC_FRL2_03,120,2,SPHCOC,1
SC_FRL2_03,120,3,SOIL,50
SC_FRL2_03,120,3,LITTER ,10
SC_FRL2_03,120,3,CHEALB,5
SC_FRL2_03,120,3,HESCOM,3
SC_FRL2_03,120,3,HELPUM,1
SC_FRL2_03,120,3,ALYSIM,2
SC_FRL2_03,120,3,BROTEC,60
