plot,transect,subplot,code,cov
SC_BURN_16,240,1,BROTEC,2
SC_BURN_16,240,2,ROCK,15
SC_BURN_16,240,2,SOIL,85
SC_BURN_16,240,2,LITTER,4
SC_BURN_16,240,2,ANDGER,8
SC_BURN_16,240,2,HESCOM,6
SC_BURN_16,240,2,ARTLUD,5
SC_BURN_16,240,2,LINDAL,2
SC_BURN_16,240,3,ROCK,20
SC_BURN_16,240,3,SOIL,90
SC_BURN_16,240,3,LITTER,10
SC_BURN_16,240,3,HESCOM,3
SC_BURN_16,240,3,ARTLUD,10
SC_BURN_16,240,3,CHEALB,1
SC_BURN_17,0,1,ROCK,35
SC_BURN_17,0,1,SOIL,75
SC_BURN_17,0,1,LITTER,15
SC_BURN_17,0,1,OENSUF,6
SC_BURN_17,0,1,ANDGER,7
SC_BURN_17,0,1,CAREX SP.,1
SC_BURN_17,0,2,ROCK,20
SC_BURN_17,0,2,SOIL,80
SC_BURN_17,0,2,LITTER,10
SC_BURN_17,0,2,OENSUF,5
SC_BURN_17,0,2,CAREX SP.,1
SC_BURN_17,0,2,PEDTEN,15
SC_BURN_17,0,2,BOUGRA,1
SC_BURN_17,0,3,ROCK,5
SC_BURN_17,0,3,SOIL,90
SC_BURN_17,0,3,LITTER,10
SC_BURN_17,0,3,BOUGRA,25
SC_BURN_17,0,3,CHEALB,5
SC_BURN_17,0,3,ARTLUD,2
SC_BURN_17,0,3,QUILOB,5
SC_BURN_17,120,1,ROCK,20
SC_BURN_17,120,1,SOIL,80
SC_BURN_17,120,1,LITTER,2
SC_BURN_17,120,1,BOUGRA,1
SC_BURN_17,120,2,ROCK,50
SC_BURN_17,120,2,SOIL,50
SC_BURN_17,120,2,BOUGRA,3
SC_BURN_17,120,2,ANDGER,50
SC_BURN_17,120,3,ROCK,25
SC_BURN_17,120,3,SOIL,65
SC_BURN_17,120,3,LITTER,4
SC_BURN_17,120,3,BOUGRA,5
SC_BURN_17,120,3,ANDGER,2
SC_BURN_17,120,3,TRARAM,10
SC_BURN_17,120,3,SPHCOC,5
SC_BURN_17,240,1,ROCK,15
SC_BURN_17,240,1,SOIL,65
SC_BURN_17,240,1,ANDGER,40
SC_BURN_17,240,1,QUILOB,5
SC_BURN_17,240,1,SPHCOC,5
SC_BURN_17,240,1,ESCMIS,4
SC_BURN_17,240,2,ROCK,10
SC_BURN_17,240,2,SOIL,85
SC_BURN_17,240,2,ANDGER,35
SC_BURN_17,240,2,PEDTEN,2
SC_BURN_17,240,2,CHEALB,1
SC_BURN_17,240,2,HESCOM,3
SC_BURN_17,240,3,ROCK,5
SC_BURN_17,240,3,SOIL,80
SC_BURN_17,240,3,LITTER ,5
SC_BURN_17,240,3,ANDGER,60
SC_BURN_18,0,1,ROCK,10
SC_BURN_18,0,1,SOIL,85
SC_BURN_18,0,1,LITTER ,5
SC_BURN_18,0,1,HELANN,10
SC_BURN_18,0,1,ROSARK,2
SC_BURN_18,0,1,TRARAM,2
SC_BURN_18,0,1,ELYSMI,60
SC_BURN_18,0,2,ROCK,75
SC_BURN_18,0,2,SOIL,25
SC_BURN_18,0,2,LITTER ,1
SC_BURN_18,0,2,ELYSMI,25
SC_BURN_18,0,2,PEDTEN,1
SC_BURN_18,0,2,CHEALB,1
SC_BURN_18,0,3,ROCK,40
SC_BURN_18,0,3,SOIL,60
SC_BURN_18,0,3,ROSARK,1
SC_BURN_18,0,3,ELYSMI,20
SC_BURN_18,120,1,ROCK,10
SC_BURN_18,120,1,SOIL,90
SC_BURN_18,120,1,LITTER ,5
SC_BURN_18,120,1,OPUMAC,5
SC_BURN_18,120,1,ELYSMI,25
SC_BURN_18,120,2,SOIL,95
SC_BURN_18,120,2,LITTER ,4
SC_BURN_18,120,2,ELYSMI,50
SC_BURN_18,120,3,SOIL,90
SC_BURN_18,120,3,LITTER ,10
SC_BURN_18,120,3,ELYSMI,60
SC_BURN_18,120,3,LIAPUN,1
SC_BURN_18,240,1,ROCK,15
SC_BURN_18,240,1,SOIL,85
SC_BURN_18,240,1,LITTER ,2
SC_BURN_18,240,1,CHEALB,5
SC_BURN_18,240,1,CAREX SP.,5
SC_BURN_18,240,1,ELYSMI,60
SC_BURN_18,240,1,ANDGER,3
SC_BURN_18,240,2,ROCK,5
SC_BURN_18,240,2,SOIL,65
SC_BURN_18,240,2,LITTER ,5
SC_BURN_18,240,2,CAREX SP.,6
SC_BURN_18,240,2,ELYSMI,80
SC_BURN_18,240,2,PEDTEN,1
SC_BURN_18,240,3,ROCK,10
SC_BURN_18,240,3,SOIL,70
SC_BURN_18,240,3,LITTER ,1
SC_BURN_18,240,3,CAREX SP.,1
SC_BURN_18,240,3,ELYSMI,12
SC_CON_01,0,1,ROCK,10
SC_CON_01,0,1,SOIL,10
SC_CON_01,0,1,LITTER ,60
SC_CON_01,0,1,TRARAM,10
SC_CON_01,0,1,HESCOM,5
SC_CON_01,0,1,ANDGER,5
SC_CON_01,0,1,EROCIC,3
SC_CON_01,0,2,ROCK,10
SC_CON_01,0,2,SOIL,5
SC_CON_01,0,2,LITTER ,70
SC_CON_01,0,2,ANDGER,50
SC_CON_01,0,3,ROCK,8
SC_CON_01,0,3,LITTER ,75
SC_CON_01,0,3,HESCOM,5
SC_CON_01,0,3,ANDGER,50
SC_CON_01,120,1,ROCK,25
SC_CON_01,120,1,LITTER ,60
SC_CON_01,120,1,ARTLUD,5
SC_CON_01,120,1,OPUPOL,5
SC_CON_01,120,1,ANDGER,30
SC_CON_01,120,1,TRADUB,1
SC_CON_01,120,2,ROCK,50
SC_CON_01,120,2,LITTER ,50
SC_CON_01,120,2,ANDGER,25
SC_CON_01,120,2,TRARAM,1
SC_CON_01,120,3,ROCK,15
SC_CON_01,120,3,LITTER ,25
SC_CON_01,120,3,ANDGER,30
SC_CON_01,120,3,TRADUB,3
SC_CON_01,120,3,TRARAM,5
SC_CON_01,240,1,ROCK,40
SC_CON_01,240,1,LITTER ,55
SC_CON_01,240,1,ERIFLA,1
SC_CON_01,240,1,ANDGER,20
SC_CON_01,240,2,ROCK,10
SC_CON_01,240,2,LITTER ,20
SC_CON_01,240,2,ANDGER,85
SC_CON_01,240,2,HESCOM,5
SC_CON_01,240,3,ROCK,25
SC_CON_01,240,3,LITTER ,40
SC_CON_01,240,3,ANDGER,80
SC_CON_02,0,1,ROCK,10
SC_CON_02,0,1,SOIL,5
SC_CON_02,0,1,LITTER ,75
SC_CON_02,0,1,ARTLUD,5
SC_CON_02,0,1,OPUPOL,3
SC_CON_02,0,1,TRARAM,10
SC_CON_02,0,1,HESCOM,5
SC_CON_02,0,1,HELPUM,30
SC_CON_02,0,2,ROCK,5
SC_CON_02,0,2,LITTER ,45
SC_CON_02,0,2,HESCOM,25
SC_CON_02,0,2,ERIFLA,15
SC_CON_02,0,3,SOIL,5
SC_CON_02,0,3,LITTER ,40
SC_CON_02,0,3,TRARAM,50
SC_CON_02,0,3,HESCOM,25
SC_CON_02,0,3,ARTFRI,25
SC_CON_02,120,1,ROCK,10
SC_CON_02,120,1,SOIL,40
SC_CON_02,120,1,LITTER ,20
SC_CON_02,120,1,ARTFRI,25
SC_CON_02,120,1,ARTLUD,5
SC_CON_02,120,1,PENSEC,5
SC_CON_02,120,1,HELPUM,10
SC_CON_02,120,2,ROCK,60
SC_CON_02,120,2,SOIL,30
SC_CON_02,120,2,LITTER ,15
SC_CON_02,120,2,ARTLUD,10
SC_CON_02,120,2,HESCOM,2
SC_CON_02,120,3,LITTER ,80
SC_CON_02,120,3,ANDGER,70
SC_CON_02,120,3,TRARAM,3
SC_CON_02,240,1,ROCK,50
SC_CON_02,240,1,SOIL,10
SC_CON_02,240,1,LITTER ,15
SC_CON_02,240,1,ERIFLA,15
SC_CON_02,240,1,EROCIC,10
SC_CON_02,240,2,ROCK,10
SC_CON_02,240,2,LITTER ,75
SC_CON_02,240,2,HELPUM,1
SC_CON_02,240,2,ANDGER,45
SC_CON_02,240,3,ROCK,10
SC_CON_02,240,3,SOIL,15
SC_CON_02,240,3,LITTER ,25
SC_CON_02,240,3,ANDGER,10
SC_CON_02,240,3,OPUMAC,3
SC_CON_02,240,3,ARTLUD,40
SC_CON_02,240,3,OENSUF,3
SC_CON_03,0,1,ROCK,30
SC_CON_03,0,1,SOIL,40
SC_CON_03,0,1,LITTER ,30
SC_CON_03,0,1,HESCOM,1
SC_CON_03,0,2,LITTER ,100
SC_CON_03,0,2,HESCOM,5
SC_CON_03,0,2,CIRUND,2
SC_CON_03,0,2,AMBPSI,2
SC_CON_03,0,3,ROCK,10
SC_CON_03,0,3,LITTER ,95
SC_CON_03,0,3,CIRUND,5
SC_CON_03,0,3,OPUPOL,10
SC_CON_03,0,3,EUPESU,1
SC_CON_03,120,1,ROCK,5
SC_CON_03,120,1,LITTER ,85
SC_CON_03,120,1,HESCOM,5
SC_CON_03,120,1,TRAOCC,3
SC_CON_03,120,2,LITTER ,90
SC_CON_03,120,2,HESCOM,10
SC_CON_03,120,2,TRAOCC,1
SC_CON_03,120,2,CHEALB,1
SC_CON_03,120,3,ROCK,25
SC_CON_03,120,3,LITTER ,75
SC_CON_03,240,1,ROCK,25
SC_CON_03,240,1,SOIL,5
SC_CON_03,240,1,LITTER ,55
SC_CON_03,240,1,ANDGER,5
SC_CON_03,240,1,OPUPOL,10
SC_CON_03,240,1,ARIPUR,5
SC_CON_03,240,2,ROCK,100
SC_CON_03,240,3,ROCK,100
SC_CON_04,0,1,SOIL,5
SC_CON_04,0,1,LITTER ,95
SC_CON_04,0,1,BROINE,10
SC_CON_04,0,1,ALYSIM,8
SC_CON_04,0,1,CONARV,2
SC_CON_04,0,1,OENSUF,3
SC_CON_04,0,1,ERIEFF,15
SC_CON_04,0,2,SOIL,2
SC_CON_04,0,2,LITTER ,98
SC_CON_04,0,2,BROINE,75
SC_CON_04,0,2,ALYSIM,2
SC_CON_04,0,2,CONARV,2
SC_CON_04,0,2,PEDTEN,1
SC_CON_04,0,3,LITTER ,95
SC_CON_04,0,3,BROINE,45
SC_CON_04,0,3,ALYSIM,1
SC_CON_04,0,3,OPUMAC,5
SC_CON_04,120,1,SOIL,2
SC_CON_04,120,1,LITTER ,98
SC_CON_04,120,1,YUCGLA,30
SC_CON_04,120,1,BROINE,45
SC_CON_04,120,2,ROCK,2
SC_CON_04,120,2,SOIL,95
SC_CON_04,120,2,LITTER ,5
SC_CON_04,120,2,BROINE,15
SC_CON_04,120,2,CONARV,3
SC_CON_04,120,2,ARTFRI,10
SC_CON_04,120,2,ALYSIM,3
SC_CON_04,120,2,OENSUF,5
SC_CON_04,120,2,LINDAL,1
SC_CON_04,120,3,SOIL,15
SC_CON_04,120,3,LITTER ,85
SC_CON_04,120,3,BROINE,10
SC_CON_04,120,3,CONARV,1
SC_CON_04,120,3,ALYSIM,7
SC_CON_04,120,3,PEDTEN,5
SC_CON_04,120,3,ARIPUR,10
SC_CON_04,120,3,LOMORI,1
SC_CON_04,120,3,ARTLUD,1
SC_CON_04,240,1,LITTER ,95
SC_CON_04,240,1,OPUMAC,25
SC_CON_04,240,1,ALYSIM,2
SC_CON_04,240,1,BROINE,20
SC_CON_04,240,2,LITTER ,100
SC_CON_04,240,2,ALYSIM,1
SC_CON_04,240,2,BROINE,30
SC_CON_04,240,2,ARTDRA,1
SC_CON_04,240,3,LITTER ,100
SC_CON_04,240,3,ALYSIM,1
SC_CON_04,240,3,BROINE,45
SC_CON_05,0,1,SOIL,5
SC_CON_05,0,1,LITTER ,95
SC_CON_05,0,1,BROTEC,80
SC_CON_05,0,1,OENSUF,1
SC_CON_05,0,1,ARTFRI,8
SC_CON_05,0,1,ERIFLA,5
SC_CON_05,0,1,PEDTEN,1
SC_CON_05,0,1,CONARV,3
SC_CON_05,0,2,SOIL,10
SC_CON_05,0,2,LITTER ,40
SC_CON_05,0,2,OENSUF,2
SC_CON_05,0,2,ARIPUR,10
SC_CON_05,0,2,ARTFRI,1
SC_CON_05,0,2,ERIFLA,25
SC_CON_05,0,2,PEDTEN,10
SC_CON_05,0,2,CONARV,2
SC_CON_05,0,2,VERTHA,25
SC_CON_05,0,2,HETVIL,5
SC_CON_05,0,3,BROTEC,45
SC_CON_05,0,3,ERIFLA,3
SC_CON_05,0,3,PEDTEN,4
SC_CON_05,0,3,CONARV,3
SC_CON_05,0,3,VERTHA,40
SC_CON_05,0,3,LINDAL,5
SC_CON_05,120,1,SOIL,80
SC_CON_05,120,1,LITTER ,20
SC_CON_05,120,1,PEDTEN,100
SC_CON_05,120,1,HETVIL,8
SC_CON_05,120,1,CONARV,5
SC_CON_05,120,1,ERIFLA,2
SC_CON_05,120,2,SOIL,95
SC_CON_05,120,2,LITTER ,5
SC_CON_05,120,2,PEDTEN,8
SC_CON_05,120,2,HETVIL,10
SC_CON_05,120,2,CONARV,5
SC_CON_05,120,2,ERIFLA,10
SC_CON_05,120,2,BROTEC,35
SC_CON_05,120,2,ARIPUR,5
SC_CON_05,120,3,SOIL,75
SC_CON_05,120,3,LITTER ,25
SC_CON_05,120,3,PEDTEN,25
SC_CON_05,120,3,CONARV,2
SC_CON_05,120,3,ERIFLA,15
SC_CON_05,120,3,BROTEC,5
SC_CON_05,120,3,ARIPUR,75
SC_CON_05,240,1,SOIL,80
SC_CON_05,240,1,LITTER ,20
SC_CON_05,240,1,ELYELY,4
SC_CON_05,240,1,PEDTEN,3
SC_CON_05,240,1,ERIFLA,10
SC_CON_05,240,1,CONARV,5
SC_CON_05,240,1,BROTEC,10
SC_CON_05,240,1,ARTDRA,4
SC_CON_05,240,2,SOIL,90
SC_CON_05,240,2,LITTER ,10
SC_CON_05,240,2,ERIFLA,75
SC_CON_05,240,2,CONARV,4
SC_CON_05,240,2,BROTEC,1
SC_CON_05,240,2,VERTHA,20
SC_CON_05,240,2,OENSUF,1
SC_CON_05,240,2,ARTFRI,1
SC_CON_05,240,3,SOIL,50
SC_CON_05,240,3,LITTER ,50
SC_CON_05,240,3,PEDTEN,10
SC_CON_05,240,3,ERIFLA,25
SC_CON_05,240,3,CONARV,1
SC_CON_05,240,3,BROTEC,35
SC_CON_05,240,3,OENSUF,2
SC_CON_05,240,3,ARTFRI,1
SC_CON_05,240,3,HETVIL,5
SC_CON_06,0,1,ROCK,15
SC_CON_06,0,1,SOIL,20
SC_CON_06,0,1,LITTER ,65
SC_CON_06,0,1,CONARV,4
SC_CON_06,0,1,BROTEC,10
SC_CON_06,0,1,ALYSIM,25
SC_CON_06,0,2,ROCK,1
SC_CON_06,0,2,SOIL,30
SC_CON_06,0,2,LITTER ,70
SC_CON_06,0,2,CONARV,2
SC_CON_06,0,2,BROTEC,25
SC_CON_06,0,2,ALYSIM,45
SC_CON_06,0,2,EROCIC,1
SC_CON_06,0,2,ARIPUR,1
SC_CON_06,0,3,SOIL,5
SC_CON_06,0,3,LITTER ,95
SC_CON_06,0,3,CONARV,1
SC_CON_06,0,3,BROTEC,20
SC_CON_06,0,3,ARIPUR,15
SC_CON_06,0,3,PEDTEN,2
SC_CON_06,120,1,LITTER ,100
SC_CON_06,120,1,HETVIL,5
SC_CON_06,120,1,CONARV,1
SC_CON_06,120,1,ARIPUR,20
SC_CON_06,120,1,ALYSIM,40
SC_CON_06,120,1,BROTEC,15
SC_CON_06,120,2,SOIL,5
SC_CON_06,120,2,LITTER ,95
SC_CON_06,120,2,HETVIL,1
SC_CON_06,120,2,ARIPUR,15
SC_CON_06,120,2,ALYSIM,60
SC_CON_06,120,2,BROTEC,10
SC_CON_06,120,3,SOIL,2
SC_CON_06,120,3,LITTER ,98
SC_CON_06,120,3,HETVIL,1
SC_CON_06,120,3,ARIPUR,30
SC_CON_06,120,3,ALYSIM,80
SC_CON_06,120,3,BROTEC,25
SC_CON_06,240,1,SOIL,5
SC_CON_06,240,1,LITTER ,95
SC_CON_06,240,1,OPUMAC,8
SC_CON_06,240,1,ARIPUR,10
SC_CON_06,240,1,BROTEC,25
SC_CON_06,240,1,ALYSIM,30
SC_CON_06,240,2,LITTER ,100
SC_CON_06,240,2,BROTEC,1
SC_CON_06,240,2,ALYSIM,50
SC_CON_06,240,2,CONARV,2
SC_CON_06,240,2,BROJAP,20
SC_CON_06,240,3,SOIL,10
SC_CON_06,240,3,LITTER ,90
SC_CON_06,240,3,OPUMAC,1
SC_CON_06,240,3,ARIPUR,10
SC_CON_06,240,3,ALYSIM,20
SC_CON_06,240,3,BROJAP,10
SC_CON_06,240,3,TRADUB,5
SC_CON_07,0,1,SOIL,15
SC_CON_07,0,1,LITTER ,85
SC_CON_07,0,1,BROINE,25
SC_CON_07,0,1,CERARV,15
SC_CON_07,0,1,ALYSIM,10
SC_CON_07,0,1,ERIFLA,2
SC_CON_07,0,1,TRARAM,6
SC_CON_07,0,1,OPUPOL,5
SC_CON_07,0,2,SOIL,10
SC_CON_07,0,2,LITTER ,90
SC_CON_07,0,2,ALYSIM,60
SC_CON_07,0,2,ERIFLA,12
SC_CON_07,0,2,TRARAM,3
SC_CON_07,0,2,CONARV,5
SC_CON_07,0,2,OENSUF,10
SC_CON_07,0,2,BROJAP,5
SC_CON_07,0,3,SOIL,8
SC_CON_07,0,3,LITTER ,92
SC_CON_07,0,3,ALYSIM,8
SC_CON_07,0,3,ERIFLA,15
SC_CON_07,0,3,TRARAM,3
SC_CON_07,0,3,CONARV,1
SC_CON_07,0,3,ARIPUR,4
SC_CON_07,0,3,YUCGLA,50
SC_CON_07,120,1,ROCK,15
SC_CON_07,120,1,LITTER ,85
SC_CON_07,120,1,ANDGER,10
SC_CON_07,120,1,BROJAP,7
SC_CON_07,120,1,TRARAM,3
SC_CON_07,120,1,ALYSIM,4
SC_CON_07,120,1,ESCVIR,1
SC_CON_07,120,2,ROCK,1
SC_CON_07,120,2,SOIL,10
SC_CON_07,120,2,LITTER ,90
SC_CON_07,120,2,TRARAM,10
SC_CON_07,120,2,ALYSIM,50
SC_CON_07,120,2,OPUMAC,7
SC_CON_07,120,2,ERIFLA,4
SC_CON_07,120,2,HETVIL,1
SC_CON_07,120,2,HESCOM,10
SC_CON_07,120,2,ELYELY,5
SC_CON_07,120,3,SOIL,20
SC_CON_07,120,3,LITTER ,80
SC_CON_07,120,3,ALYSIM,1
SC_CON_07,120,3,ERIFLA,1
SC_CON_07,120,3,HESCOM,10
SC_CON_07,120,3,OPUPOL,70
SC_CON_07,120,3,YUCGLA,1
SC_CON_07,240,1,ROCK,20
SC_CON_07,240,1,LITTER ,80
SC_CON_07,240,1,TRAOCC,5
SC_CON_07,240,1,TRADUB,1
SC_CON_07,240,1,YUCGLA,3
SC_CON_07,240,1,VIONUT,5
SC_CON_07,240,1,ESCVIR,5
SC_CON_07,240,1,TRARAM,4
SC_CON_07,240,1,ALYSIM,25
SC_CON_07,240,1,HESCOM,10
SC_CON_07,240,2,ROCK,10
SC_CON_07,240,2,LITTER ,90
SC_CON_07,240,2,YUCGLA,10
SC_CON_07,240,2,ALYSIM,40
SC_CON_07,240,2,CONARV,1
SC_CON_07,240,2,ANDGER,10
SC_CON_07,240,2,BROTEC,1
SC_CON_07,240,3,ROCK,5
SC_CON_07,240,3,LITTER ,20
SC_CON_07,240,3,YUCGLA,90
SC_CON_07,240,3,ESCVIR,1
SC_CON_08,0,1,SOIL,5
SC_CON_08,0,1,LITTER ,95
SC_CON_08,0,1,BROJAP,15
SC_CON_08,0,1,BROTEC,2
SC_CON_08,0,1,ALYSIM,50
SC_CON_08,0,2,ROCK,5
SC_CON_08,0,2,SOIL,20
SC_CON_08,0,2,LITTER ,80
SC_CON_08,0,2,BROJAP,4
SC_CON_08,0,2,BROTEC,1
SC_CON_08,0,2,ALYSIM,40
SC_CON_08,0,3,SOIL,15
SC_CON_08,0,3,LITTER ,85
SC_CON_08,0,3,BROJAP,10
SC_CON_08,0,3,CONARV,2
SC_CON_08,0,3,ARIPUR,10
SC_CON_08,120,1,SOIL,10
SC_CON_08,120,1,LITTER ,90
SC_CON_08,120,1,ALYSIM,60
SC_CON_08,120,1,BROTEC,20
SC_CON_08,120,2,SOIL,20
SC_CON_08,120,2,LITTER ,80
SC_CON_08,120,2,ALYSIM,50
SC_CON_08,120,2,ESCVIR,1
SC_CON_08,120,2,HELPUM,1
SC_CON_08,120,2,BROJAP,25
SC_CON_08,120,3,LITTER ,100
SC_CON_08,120,3,ALYSIM,20
SC_CON_08,120,3,BROTEC,1
SC_CON_08,120,3,ESCVIR,1
SC_CON_08,120,3,BROJAP,30
SC_CON_08,120,3,TRARAM,5
SC_CON_08,120,3,OPUPOL,1
SC_CON_08,240,1,ROCK,20
SC_CON_08,240,1,SOIL,5
SC_CON_08,240,1,LITTER ,75
SC_CON_08,240,1,CONARV,1
SC_CON_08,240,1,BROJAP,35
SC_CON_08,240,1,ALYSIM,40
SC_CON_08,240,2,SOIL,5
SC_CON_08,240,2,LITTER ,95
SC_CON_08,240,2,BROJAP,25
SC_CON_08,240,2,ALYSIM,50
SC_CON_08,240,3,ROCK,2
SC_CON_08,240,3,SOIL,98
SC_CON_08,240,3,BROJAP,40
SC_CON_08,240,3,ALYSIM,30
SC_CON_08,240,3,ESCVIR,5
SC_CON_09,0,1,ROCK,20
SC_CON_09,0,1,SOIL,5
SC_CON_09,0,1,LITTER ,85
SC_CON_09,0,1,OPUMAC,2
SC_CON_09,0,1,TRARAM,1
SC_CON_09,0,1,OENSUF,7
SC_CON_09,0,1,ALYSIM,15
SC_CON_09,0,1,BROTEC,8
SC_CON_09,0,1,HESCOM,1
SC_CON_09,0,2,ROCK,60
SC_CON_09,0,2,LITTER ,40
SC_CON_09,0,2,TRARAM,10
SC_CON_09,0,2,ALYSIM,5
SC_CON_09,0,2,BROTEC,30
SC_CON_09,0,3,ROCK,2
SC_CON_09,0,3,LITTER ,98
SC_CON_09,0,3,TRARAM,1
SC_CON_09,0,3,ALYSIM,30
SC_CON_09,0,3,BROTEC,65
SC_CON_09,0,3,ARTLUD,10
SC_CON_09,120,1,LITTER ,100
SC_CON_09,120,1,ALYSIM,25
SC_CON_09,120,1,ARTLUD,3
SC_CON_09,120,1,TRARAM,5
SC_CON_09,120,1,BROTEC,30
SC_CON_09,120,1,CERARV,5
SC_CON_09,120,1,OENSUF,5
SC_CON_09,120,2,ROCK,50
SC_CON_09,120,2,LITTER ,50
SC_CON_09,120,2,ALYSIM,10
SC_CON_09,120,2,ARTLUD,1
SC_CON_09,120,2,TRARAM,1
SC_CON_09,120,2,BROTEC,25
SC_CON_09,120,2,OENSUF,1
SC_CON_09,120,3,LITTER ,100
SC_CON_09,120,3,BROTEC,85
SC_CON_09,120,3,OENSUF,2
SC_CON_09,120,3,OPUMAC,5
SC_CON_09,120,3,EUPESU,1
SC_CON_09,240,1,ROCK,8
SC_CON_09,240,1,LITTER ,92
SC_CON_09,240,1,CERARV,10
SC_CON_09,240,1,TRAOCC,2
SC_CON_09,240,1,TRARAM,4
SC_CON_09,240,1,ALYSIM,5
SC_CON_09,240,1,CHEINC,1
SC_CON_09,240,1,OPUMAC,1
SC_CON_09,240,1,BROTEC,80
SC_CON_09,240,2,ROCK,10
SC_CON_09,240,2,LITTER ,90
SC_CON_09,240,2,ALYSIM,10
SC_CON_09,240,2,BROTEC,75
SC_CON_09,240,2,OENSUF,5
SC_CON_09,240,3,LITTER ,100
SC_CON_09,240,3,TRARAM,2
SC_CON_09,240,3,BROTEC,60
SC_CON_09,240,3,ARTLUD,3
SC_CON_10,0,1,LITTER ,20
SC_CON_10,0,1,YUCGLA,90
SC_CON_10,0,1,HESCOM,1
SC_CON_10,0,1,ALYSIM,1
SC_CON_10,0,2,ROCK,55
SC_CON_10,0,2,LITTER ,45
SC_CON_10,0,2,HESCOM,10
SC_CON_10,0,2,ALYSIM,18
SC_CON_10,0,2,HETVIL,10
SC_CON_10,0,2,BROJAP,5
SC_CON_10,0,3,ROCK,50
SC_CON_10,0,3,LITTER ,50
SC_CON_10,0,3,HESCOM,15
SC_CON_10,0,3,BROJAP,1
SC_CON_10,0,3,ARTLUD,1
SC_CON_10,120,1,LITTER ,10
SC_CON_10,120,1,OPUMAC,90
SC_CON_10,120,1,HESCOM,3
SC_CON_10,120,1,TRARAM,1
SC_CON_10,120,1,ALYSIM,1
SC_CON_10,120,2,ROCK,70
SC_CON_10,120,2,SOIL,20
SC_CON_10,120,2,LITTER ,10
SC_CON_10,120,2,HESCOM,30
SC_CON_10,120,2,TRARAM,10
SC_CON_10,120,2,ALYSIM,10
SC_CON_10,120,2,ARTLUD,2
SC_CON_10,120,2,BROJAP,1
SC_CON_10,120,3,LITTER ,5
SC_CON_10,120,3,HESCOM,10
SC_CON_10,120,3,ALYSIM,10
SC_CON_10,120,3,YUCGLA,80
SC_CON_10,240,1,ROCK,1
SC_CON_10,240,1,LITTER ,80
SC_CON_10,240,1,OPUMAC,15
SC_CON_10,240,1,ALYSIM,25
SC_CON_10,240,1,ARTLUD,4
SC_CON_10,240,1,HESCOM,5
SC_CON_10,240,2,ROCK,5
SC_CON_10,240,2,SOIL,60
SC_CON_10,240,2,LITTER ,15
SC_CON_10,240,2,ALYSIM,15
SC_CON_10,240,2,HESCOM,20
SC_CON_10,240,2,BROTEC,3
SC_CON_10,240,2,ROSARK,1
SC_CON_10,240,3,LITTER ,75
SC_CON_10,240,3,OPUMAC,65
SC_CON_10,240,3,ALYSIM,20
SC_CON_10,240,3,ARTLUD,8
SC_CON_10,240,3,BROTEC,12
SC_CON_12,0,1,ROCK,5
SC_CON_12,0,1,SOIL,15
SC_CON_12,0,1,LITTER ,20
SC_CON_12,0,1,PEDTEN,5
SC_CON_12,0,1,SPHCOC,5
SC_CON_12,0,1,GUTSAR,25
SC_CON_12,0,1,KOEMAC,10
SC_CON_12,0,1,HARTRA,2
SC_CON_12,0,2,ROCK,10
SC_CON_12,0,2,SOIL,20
SC_CON_12,0,2,LITTER ,70
SC_CON_12,0,2,SPHCOC,3
SC_CON_12,0,2,GUTSAR,5
SC_CON_12,0,2,CAREX SP.,3
SC_CON_12,0,2,THEMEG,1
SC_CON_12,0,3,ROCK,5
SC_CON_12,0,3,SOIL,5
SC_CON_12,0,3,LITTER ,85
SC_CON_12,0,3,SPHCOC,10
SC_CON_12,0,3,CAREX SP.,10
SC_CON_12,0,3,THEMEG,1
SC_CON_12,0,3,ARIPUR,1
SC_CON_12,120,1,ROCK,5
SC_CON_12,120,1,SOIL,10
SC_CON_12,120,1,LITTER ,85
SC_CON_12,120,1,HELPUM,8
SC_CON_12,120,1,SPHCOC,1
SC_CON_12,120,1,CAREX SP.,3
SC_CON_12,120,1,THEMEG,3
SC_CON_12,120,2,SOIL,10
SC_CON_12,120,2,LITTER ,70
SC_CON_12,120,2,HELPUM,35
SC_CON_12,120,2,SPHCOC,5
SC_CON_12,120,2,LIAPUN,5
SC_CON_12,120,2,ARTLUD,10
SC_CON_12,120,2,KOEMAC,10
SC_CON_12,120,3,LITTER ,90
SC_CON_12,120,3,SPHCOC,1
SC_CON_12,120,3,LIAPUN,5
SC_CON_12,120,3,PEDTEN,10
SC_CON_12,120,3,BROTEC,25
SC_CON_12,120,3,HESCOM,2
SC_CON_12,240,1,SOIL,5
SC_CON_12,240,1,LITTER ,75
SC_CON_12,240,1,CONARV,10
SC_CON_12,240,1,CAREX SP.,5
SC_CON_12,240,1,SPHCOC,15
SC_CON_12,240,1,HESCOM,3
SC_CON_12,240,2,ROCK,5
SC_CON_12,240,2,SOIL,10
SC_CON_12,240,2,LITTER ,60
SC_CON_12,240,2,CONARV,3
SC_CON_12,240,2,CAREX SP.,3
SC_CON_12,240,2,SPHCOC,5
SC_CON_12,240,2,TRADUB,5
SC_CON_12,240,2,ANDGER,25
SC_CON_12,240,3,ROCK,5
SC_CON_12,240,3,SOIL,10
SC_CON_12,240,3,LITTER ,40
SC_CON_12,240,3,CAREX SP.,5
